idProposicao;idAutor
2124614;108328
2124614;108311
2124614;108240
2124614;108429
2124614;108419
2124614;108425
2124614;108494
2124614;108386
2124614;108534
2124614;108292
2124614;108220
2124614;108253
2124614;108407
2124614;108579
2124614;108233
2124614;108107
2124614;108512
2124614;108488
2124614;108371
2124614;108254
2124614;108462
2124614;108238
2124614;108112
2124614;108120
2124614;108565
2124614;108538
2124614;108551
2124614;108304
2124614;108516
2124614;108170
2124614;108399
2124614;108442
2124614;108142
2124614;108478
2124614;108322
2124614;108213
2124614;108223
2124614;108468
2124614;108535
2124614;108262
2124614;108452
2124614;108329
2124614;108509
2124614;108176
2124614;108375
2124614;108557
2124614;108202
2124614;108585
2124614;108362
2124614;108555
2124614;108252
2124614;108428
2124614;108140
2124614;108473
2124614;108182
2124614;113999
2124614;117600
2124614;257654
2124614;108571
2124614;108505
2124614;108342
2124614;108293
2124614;108596
2124614;108433
2124614;108159
2124614;108736
2124614;108380
2124614;108457
2124614;108350
2124614;108638
2124614;108324
2124614;108212
2124614;108123
2124614;108201
2124614;108276
2124614;108151
2124614;108377
2124614;108208
2124614;108273
2124614;108300
2124614;108445
2124614;108459
2124614;108303
2124614;108320
2124614;108245
2124614;108281
2124614;108302
2124614;108592
2124614;108500
2124614;108546
2124614;108438
2124614;108227
2124614;108264
2124614;108268
2124614;108291
2124614;108475
2124614;108381
2124614;108109
2124614;108336
2124614;108479
2124614;108206
2124614;108493
2124614;108394
2124614;108274
2124614;108421
2124614;108497
2124614;108527
2124614;108568
2124614;108632
2124614;108153
2124615;108215
2124616;108628
2124616;108378
2124616;108161
2124616;108334
2124616;108400
2124616;108243
2124616;108172
2124616;108744
2124616;108440
2124616;108623
2124616;108410
2124616;108128
2124616;108431
2124616;108214
2124616;108219
2124616;108261
2124616;108205
2124616;108406
2124616;108496
2124616;108545
2124616;108515
2124616;108307
2124616;108606
2124616;108591
2124616;108096
2124616;108416
2124616;108441
2124616;108530
2124616;108602
2124616;108360
2124616;108175
2124616;295836
2124616;108414
2124616;108199
2124616;108275
2124616;108458
2124616;108498
2124616;284455
2124616;108260
2124616;108095
2124616;108359
2124616;108125
2124616;108135
2124616;108186
2124616;108141
2124616;108600
2124616;108246
2124616;108507
2124616;108495
2124616;108588
2124616;108521
2124616;108331
2124616;109038
2124616;108382
2124616;108584
2124616;108224
2124616;108598
2124616;108150
2124616;108310
2124616;108558
2124616;108294
2124616;108309
2124616;108115
2124616;108590
2124616;108258
2124616;108305
2124616;108249
2124616;108156
2124616;108215
2124616;147578
2124616;108277
2124616;108542
2124616;108311
2124616;108211
2124616;108429
2124616;108419
2124616;108425
2124616;108494
2124616;108386
2124616;108534
2124616;108220
2124616;108364
2124616;108253
2124616;108579
2124616;108233
2124616;108107
2124616;108116
2124616;108512
2124616;108488
2124616;108371
2124616;108254
2124616;108462
2124616;108238
2124616;108112
2124616;108120
2124616;108565
2124616;108551
2124616;108304
2124616;108516
2124616;108351
2124616;108399
2124616;108142
2124616;108478
2124616;108213
2124616;108223
2124616;108468
2124616;108369
2124616;108491
2124616;108198
2124616;108535
2124616;108262
2124616;108329
2124616;108509
2124616;108176
2124616;108375
2124616;108557
2124616;108202
2124616;108585
2124616;108188
2124616;108555
2124616;108252
2124616;108428
2124616;108140
2124616;108473
2124616;108210
2124616;117600
2124616;108505
2124616;108293
2124616;108232
2124616;108433
2124616;108474
2124616;108159
2124616;108380
2124616;108350
2124616;108638
2124616;108097
2124616;108324
2124616;108357
2124616;108575
2124616;108123
2124616;108276
2124616;108151
2124616;108208
2124616;108273
2124616;108300
2124616;108445
2124616;108459
2124616;108320
2124616;108245
2124616;108302
2124616;108592
2124616;108500
2124616;108438
2124616;108227
2124616;108264
2124616;108268
2124616;108291
2124616;108106
2124616;108475
2124616;108109
2124616;108336
2124616;108465
2124616;108206
2124616;108493
2124616;108394
2124616;108274
2124616;108327
2124616;108421
2124616;108326
2124616;108497
2124616;108153
2124616;108098
2124617;108215
2124620;108144
2124621;108368
2124627;108393
2124629;108246
2124631;108437
2124632;4736
2124634;108628
2124634;108378
2124634;108161
2124634;108334
2124634;108400
2124634;108321
2124634;108243
2124634;108417
2124634;108172
2124634;108744
2124634;108440
2124634;108623
2124634;108420
2124634;108410
2124634;108128
2124634;108431
2124634;108219
2124634;108261
2124634;108205
2124634;108496
2124634;108545
2124634;108515
2124634;108451
2124634;108307
2124634;108606
2124634;108591
2124634;108096
2124634;108441
2124634;108530
2124634;108602
2124634;108175
2124634;295836
2124634;108414
2124634;108437
2124634;108199
2124634;108621
2124634;108275
2124634;108498
2124634;284455
2124634;108260
2124634;108095
2124634;108359
2124634;108125
2124634;108271
2124634;108186
2124634;108141
2124634;108147
2124634;108600
2124634;108246
2124634;108507
2124634;108588
2124634;108521
2124634;108331
2124634;108382
2124634;108584
2124634;108224
2124634;108598
2124634;108150
2124634;108310
2124634;108558
2124634;108294
2124634;108483
2124634;108309
2124634;108590
2124634;108258
2124634;108305
2124634;108249
2124634;108277
2124634;108542
2124634;108311
2124634;108211
2124634;108456
2124634;108419
2124634;108425
2124634;108494
2124634;108603
2124634;108386
2124634;108220
2124634;108364
2124634;108253
2124634;108579
2124634;108233
2124634;108107
2124634;108116
2124634;108512
2124634;108488
2124634;108371
2124634;108254
2124634;108238
2124634;108112
2124634;108120
2124634;108178
2124634;108565
2124634;108551
2124634;108304
2124634;108516
2124634;108351
2124634;108399
2124634;108142
2124634;108478
2124634;108213
2124634;108223
2124634;108468
2124634;108369
2124634;108491
2124634;108356
2124634;108535
2124634;108241
2124634;108262
2124634;108329
2124634;108509
2124634;108176
2124634;108375
2124634;108557
2124634;108202
2124634;108585
2124634;108188
2124634;108362
2124634;108555
2124634;108252
2124634;108428
2124634;108140
2124634;108473
2124634;108210
2124634;108800
2124634;117600
2124634;257654
2124634;267045
2124634;108571
2124634;108505
2124634;108293
2124634;108232
2124634;108433
2124634;108159
2124634;108736
2124634;108380
2124634;108350
2124634;108638
2124634;108097
2124634;108324
2124634;108212
2124634;108357
2124634;108575
2124634;108123
2124634;108276
2124634;108151
2124634;108208
2124634;108300
2124634;108445
2124634;108459
2124634;108303
2124634;108320
2124634;108245
2124634;108500
2124634;108546
2124634;108438
2124634;108227
2124634;108264
2124634;108268
2124634;108291
2124634;108480
2124634;108106
2124634;108381
2124634;108336
2124634;108465
2124634;108479
2124634;108206
2124634;108493
2124634;108394
2124634;108274
2124634;108327
2124634;108421
2124634;108326
2124634;108497
2124634;108153
2124635;108628
2124635;108378
2124635;108161
2124635;108334
2124635;108400
2124635;108243
2124635;108417
2124635;108172
2124635;108744
2124635;108440
2124635;108623
2124635;108420
2124635;108410
2124635;108128
2124635;108431
2124635;108214
2124635;108219
2124635;108261
2124635;108205
2124635;108496
2124635;108545
2124635;108515
2124635;108451
2124635;108307
2124635;108606
2124635;108591
2124635;108096
2124635;108441
2124635;108530
2124635;108602
2124635;108360
2124635;108175
2124635;295836
2124635;108414
2124635;108437
2124635;108199
2124635;108621
2124635;108275
2124635;108498
2124635;284455
2124635;108260
2124635;108095
2124635;108359
2124635;108125
2124635;108271
2124635;108186
2124635;108141
2124635;108600
2124635;108246
2124635;108507
2124635;108588
2124635;108110
2124635;108521
2124635;108331
2124635;108382
2124635;108584
2124635;108224
2124635;108598
2124635;108150
2124635;108310
2124635;108558
2124635;108294
2124635;108483
2124635;108309
2124635;108115
2124635;108258
2124635;108305
2124635;108631
2124635;108249
2124635;147578
2124635;108277
2124635;108542
2124635;108311
2124635;108419
2124635;108425
2124635;108494
2124635;108603
2124635;108386
2124635;108220
2124635;108364
2124635;108253
2124635;108579
2124635;108233
2124635;108107
2124635;108116
2124635;108512
2124635;108371
2124635;108254
2124635;108238
2124635;108120
2124635;108178
2124635;108565
2124635;108551
2124635;108304
2124635;108516
2124635;108351
2124635;108399
2124635;108142
2124635;108478
2124635;108213
2124635;108223
2124635;108468
2124635;108491
2124635;108198
2124635;108356
2124635;108535
2124635;108241
2124635;108262
2124635;108452
2124635;108329
2124635;108509
2124635;108176
2124635;108375
2124635;108557
2124635;108202
2124635;108585
2124635;108188
2124635;108362
2124635;108555
2124635;108252
2124635;108428
2124635;108140
2124635;108473
2124635;108210
2124635;108800
2124635;113999
2124635;117600
2124635;257654
2124635;267045
2124635;108196
2124635;108571
2124635;108505
2124635;108293
2124635;108232
2124635;108433
2124635;108159
2124635;108380
2124635;108350
2124635;108638
2124635;108097
2124635;108324
2124635;108357
2124635;108575
2124635;108123
2124635;108201
2124635;108276
2124635;108151
2124635;108208
2124635;108273
2124635;108300
2124635;108445
2124635;108459
2124635;108303
2124635;108320
2124635;108245
2124635;108500
2124635;108546
2124635;108438
2124635;108227
2124635;108264
2124635;108268
2124635;108291
2124635;108480
2124635;108106
2124635;108381
2124635;108336
2124635;108465
2124635;108479
2124635;108206
2124635;108493
2124635;108394
2124635;108274
2124635;108327
2124635;108421
2124635;108326
2124635;108497
2124635;108153
2124638;108503
2124639;108397
2124640;108397
2124642;109092
2124643;109092
2124644;109092
2124645;109092
2124646;109092
2124647;109092
2124648;108452
2124650;108294
2124651;108452
2124652;108452
2124654;108452
2124655;108175
2124658;108534
2124659;108534
2124660;108534
2124661;108534
2124662;108534
2124663;108534
2124664;108534
2124665;108295
2124666;108295
2124670;108203
2124670;109092
2124671;109092
2124673;108203
2124673;109092
2124674;109092
2124675;108476
2124676;108514
2124677;108268
2124678;108255
2124679;108406
2124679;108430
2124680;108107
2124681;108113
2124682;108113
2124683;108454
2124684;108355
2124685;108203
2124685;109092
2124686;108488
2124688;108378
2124688;108161
2124688;108400
2124688;108243
2124688;108172
2124688;108744
2124688;108623
2124688;108410
2124688;108128
2124688;108431
2124688;108214
2124688;108219
2124688;108261
2124688;108205
2124688;108492
2124688;108406
2124688;108496
2124688;108545
2124688;108515
2124688;108451
2124688;108591
2124688;108096
2124688;108540
2124688;108416
2124688;108441
2124688;108530
2124688;108602
2124688;108360
2124688;108422
2124688;295836
2124688;108414
2124688;108582
2124688;108437
2124688;108199
2124688;108621
2124688;108275
2124688;108498
2124688;108260
2124688;108095
2124688;108359
2124688;108125
2124688;108186
2124688;108141
2124688;108600
2124688;108246
2124688;108507
2124688;108495
2124688;108588
2124688;108427
2124688;108521
2124688;108331
2124688;108584
2124688;108550
2124688;108224
2124688;108376
2124688;108730
2124688;108310
2124688;108449
2124688;108558
2124688;108294
2124688;108115
2124688;108189
2124688;108258
2124688;108285
2124688;108305
2124688;108156
2124688;147578
2124688;108542
2124688;108311
2124688;108240
2124688;108429
2124688;108456
2124688;108419
2124688;108494
2124688;108386
2124688;108330
2124688;108292
2124688;108220
2124688;108364
2124688;108253
2124688;108579
2124688;108116
2124688;108488
2124688;108533
2124688;108371
2124688;108574
2124688;108462
2124688;108238
2124688;108112
2124688;108120
2124688;108169
2124688;108290
2124688;108178
2124688;108230
2124688;108551
2124688;108304
2124688;108516
2124688;108399
2124688;108442
2124688;108142
2124688;108478
2124688;108213
2124688;108223
2124688;108242
2124688;108388
2124688;108369
2124688;108491
2124688;108535
2124688;108262
2124688;108329
2124688;108509
2124688;108176
2124688;108202
2124688;108188
2124688;108555
2124688;108252
2124688;108578
2124688;108428
2124688;108140
2124688;108473
2124688;108501
2124688;108210
2124688;108737
2124688;108800
2124688;117600
2124688;147581
2124688;257654
2124688;267045
2124688;108571
2124688;108144
2124688;108505
2124688;108342
2124688;108293
2124688;108232
2124688;108379
2124688;108159
2124688;108278
2124688;108380
2124688;108457
2124688;108350
2124688;108097
2124688;108280
2124688;108324
2124688;108357
2124688;108575
2124688;108123
2124688;108201
2124688;108151
2124688;108273
2124688;108300
2124688;108445
2124688;108463
2124688;108303
2124688;108355
2124688;108320
2124688;108245
2124688;108281
2124688;108302
2124688;108438
2124688;108264
2124688;108268
2124688;108291
2124688;108480
2124688;108106
2124688;108381
2124688;108439
2124688;108336
2124688;108465
2124688;108479
2124688;108206
2124688;108518
2124688;108398
2124688;108493
2124688;108274
2124688;108327
2124688;108421
2124688;108326
2124688;108497
2124688;108568
2124688;108121
2124688;108632
2124688;108552
2124688;108153
2124689;108293
2124691;109822
2124692;108162
2124693;277403
2124695;108585
2124696;4668
2124697;108628
2124697;108378
2124697;108137
2124697;108161
2124697;108243
2124697;108787
2124697;108172
2124697;108623
2124697;108128
2124697;108431
2124697;108214
2124697;108219
2124697;108261
2124697;108205
2124697;108325
2124697;108136
2124697;108406
2124697;108496
2124697;108515
2124697;108451
2124697;108403
2124697;108591
2124697;108096
2124697;108416
2124697;108530
2124697;108348
2124697;108602
2124697;108360
2124697;110915
2124697;295836
2124697;108414
2124697;108582
2124697;108437
2124697;108199
2124697;108621
2124697;108275
2124697;108458
2124697;284455
2124697;108095
2124697;108359
2124697;108125
2124697;108559
2124697;108461
2124697;108587
2124697;108507
2124697;108495
2124697;108588
2124697;108521
2124697;108331
2124697;481247
2124697;108382
2124697;108444
2124697;108584
2124697;108550
2124697;108183
2124697;108224
2124697;108598
2124697;108150
2124697;108730
2124697;108310
2124697;108489
2124697;108115
2124697;108249
2124697;108513
2124697;108405
2124697;108216
2124697;108436
2124697;108481
2124697;147578
2124697;108277
2124697;108311
2124697;108240
2124697;108429
2124697;108132
2124697;108494
2124697;108386
2124697;108435
2124697;108220
2124697;108364
2124697;108253
2124697;108579
2124697;108233
2124697;108341
2124697;108512
2124697;108488
2124697;108371
2124697;108574
2124697;108238
2124697;108112
2124697;108120
2124697;108290
2124697;108538
2124697;108143
2124697;108304
2124697;108105
2124697;108516
2124697;108554
2124697;108442
2124697;108142
2124697;108478
2124697;108322
2124697;108528
2124697;108242
2124697;108468
2124697;108369
2124697;108491
2124697;108262
2124697;108139
2124697;108329
2124697;108509
2124697;108218
2124697;108176
2124697;108375
2124697;108202
2124697;108188
2124697;108362
2124697;108555
2124697;108252
2124697;108428
2124697;108140
2124697;108473
2124697;108210
2124697;113999
2124697;147581
2124697;257654
2124697;417413
2124697;481240
2124697;431929
2124697;108505
2124697;108567
2124697;108293
2124697;108596
2124697;108232
2124697;108379
2124697;108576
2124697;108433
2124697;108159
2124697;108278
2124697;108380
2124697;108239
2124697;108408
2124697;108457
2124697;108350
2124697;117057
2124697;108638
2124697;108280
2124697;108324
2124697;108212
2124697;108357
2124697;108201
2124697;108276
2124697;108151
2124697;108377
2124697;108162
2124697;108300
2124697;108445
2124697;108459
2124697;108355
2124697;108320
2124697;108281
2124697;108302
2124697;108500
2124697;108438
2124697;108207
2124697;108264
2124697;108268
2124697;108291
2124697;108318
2124697;108192
2124697;108480
2124697;108306
2124697;108381
2124697;108439
2124697;108336
2124697;108465
2124697;108479
2124697;108267
2124697;108518
2124697;108493
2124697;108274
2124697;108327
2124697;108421
2124697;108383
2124697;108326
2124697;108497
2124697;108173
2124697;108153
2124697;108522
2124698;108488
2124699;108126
2124700;108126
2124701;108406
2124701;108430
2124702;108367
2124703;110298
2124704;10503
2124704;108261
2124704;108325
2124704;108113
2124704;108203
2124704;108550
2124704;108483
2124704;108156
2124704;108455
2124704;108538
2124704;108413
2124704;108276
2124705;10503
2124705;108261
2124705;108325
2124705;108113
2124705;108203
2124705;108550
2124705;108483
2124705;108455
2124705;108179
2124705;108238
2124705;108538
2124705;108413
2124706;10503
2124706;108261
2124706;108325
2124706;108113
2124706;108194
2124706;108203
2124706;108483
2124706;108156
2124706;108455
2124706;108538
2124706;108413
2124706;108276
2124707;10503
2124707;108128
2124707;108367
2124707;108261
2124707;108325
2124707;108113
2124707;108194
2124707;108483
2124707;108436
2124707;108482
2124707;108179
2124707;108538
2124707;108478
2124707;108171
2124707;108276
2124707;108552
2124708;109091
2124709;109091
2124710;109091
2124711;109091
2124712;109091
2124714;109803
2124723;108293
2124737;108521
2124737;108518
2124738;10503
2124738;108367
2124738;108261
2124738;108325
2124738;108113
2124738;108550
2124738;108483
2124738;108215
2124738;108455
2124738;108179
2124738;108538
2124738;108232
2124739;10503
2124739;108367
2124739;108261
2124739;108325
2124739;108113
2124739;108550
2124739;108215
2124739;108455
2124739;108179
2124739;108413
2124739;108232
2124740;10503
2124744;108253
2124745;108590
2124746;108597
2124747;108597
2124751;108476
2124753;108153
2124754;108446
2124755;108153
2124756;108446
2124757;108446
2124758;10503
2124758;108128
2124758;108367
2124758;108113
2124758;108203
2124758;108538
2124758;108478
2124758;108413
2124758;108232
2124758;108276
2124759;108446
2124760;108557
2124761;108276
2124763;108433
2124765;10503
2124765;108367
2124765;108261
2124765;108113
2124765;108483
2124765;108215
2124765;108179
2124765;108413
2124765;108276
2124766;10503
2124767;10503
2124768;108194
2124771;108319
2124774;108261
2124774;108325
2124774;108113
2124774;108343
2124774;108194
2124774;108271
2124774;108127
2124774;108483
2124774;108215
2124774;108179
2124774;108442
2124774;108478
2124774;108413
2124774;108276
2124779;10503
2124779;108367
2124779;108325
2124779;108113
2124779;108203
2124779;108550
2124779;108483
2124779;108156
2124779;108455
2124779;108538
2124779;108413
2124779;108276
2124780;108276
2124781;108584
2124782;108164
2124783;108340
2124784;108496
2124786;108211
2124787;108378
2124791;391762
2124792;108429
2124794;108429
2124797;10503
2124797;108367
2124797;108325
2124797;108343
2124797;108203
2124797;108549
2124797;108271
2124797;108483
2124797;108156
2124797;108215
2124797;108538
2124797;108276
2124797;108268
2124798;10503
2124798;108367
2124798;108343
2124798;108194
2124798;108203
2124798;108271
2124798;108127
2124798;108483
2124798;108215
2124798;108538
2124798;108478
2124798;108413
2124800;10503
2124800;108367
2124800;108343
2124800;108194
2124800;108203
2124800;108271
2124800;108127
2124800;108550
2124800;108483
2124800;108215
2124800;108538
2124800;108478
2124800;108413
2124806;108574
2124807;108278
2124808;108167
2124809;108215
2124810;108375
2124811;108375
2124812;108375
2124815;108549
2124818;141616
2124820;108185
2124822;108186
2124823;108186
2124824;10503
2124824;108367
2124824;108113
2124824;108203
2124824;108271
2124824;108483
2124824;108215
2124824;108538
2124824;108413
2124824;108276
2124828;108518
2124829;10503
2124829;108367
2124829;108113
2124829;108343
2124829;108550
2124829;108240
2124829;108538
2124829;108171
2124829;108276
2124829;108255
2124829;108522
2124830;117080
2124836;108122
2124837;110298
2124838;110298
2124840;110298
2124841;110298
2124842;110298
2124843;110298
2124844;110298
2124845;110298
2124846;110298
2124847;110298
2124848;110298
2124851;108479
2124852;108479
2124853;108479
2124857;108512
2124858;108167
2124864;108261
2124864;108203
2124864;108550
2124864;108240
2124864;108413
2124864;108278
2124864;108276
2124866;108406
2124867;108329
2124872;108329
2124876;108247
2124879;108385
2124880;108215
2124881;108378
2124881;108161
2124881;108334
2124881;108400
2124881;108243
2124881;108172
2124881;108744
2124881;108623
2124881;108420
2124881;108128
2124881;108431
2124881;108367
2124881;108219
2124881;108261
2124881;108205
2124881;108119
2124881;108496
2124881;108515
2124881;108126
2124881;108451
2124881;108403
2124881;108591
2124881;108096
2124881;108416
2124881;108441
2124881;108530
2124881;108602
2124881;108360
2124881;110915
2124881;295836
2124881;108414
2124881;108454
2124881;108199
2124881;108275
2124881;108498
2124881;284455
2124881;108260
2124881;108203
2124881;108095
2124881;108359
2124881;108543
2124881;108147
2124881;108600
2124881;108587
2124881;108507
2124881;108495
2124881;108588
2124881;108354
2124881;108521
2124881;481247
2124881;108550
2124881;108224
2124881;108376
2124881;108150
2124881;108338
2124881;108310
2124881;108558
2124881;108294
2124881;108309
2124881;108258
2124881;108625
2124881;108305
2124881;108249
2124881;108531
2124881;108215
2124881;147578
2124881;108181
2124881;108542
2124881;108328
2124881;108311
2124881;108240
2124881;108429
2124881;108456
2124881;108419
2124881;108132
2124881;108347
2124881;108494
2124881;108435
2124881;108292
2124881;108220
2124881;108364
2124881;108573
2124881;108253
2124881;108579
2124881;108107
2124881;108116
2124881;108512
2124881;108488
2124881;108179
2124881;108371
2124881;108574
2124881;108238
2124881;108112
2124881;108450
2124881;108169
2124881;108178
2124881;108230
2124881;108143
2124881;108516
2124881;108351
2124881;108442
2124881;108142
2124881;108337
2124881;108478
2124881;108223
2124881;108242
2124881;108369
2124881;108198
2124881;108393
2124881;108225
2124881;108356
2124881;108452
2124881;108329
2124881;108509
2124881;108375
2124881;108557
2124881;108202
2124881;108188
2124881;108362
2124881;108555
2124881;108252
2124881;108428
2124881;108140
2124881;108473
2124881;108210
2124881;108800
2124881;109092
2124881;257654
2124881;267045
2124881;108571
2124881;108342
2124881;108279
2124881;108293
2124881;108596
2124881;108433
2124881;108474
2124881;108159
2124881;108278
2124881;108380
2124881;108457
2124881;108350
2124881;108324
2124881;108212
2124881;108357
2124881;108575
2124881;108123
2124881;108201
2124881;108276
2124881;108151
2124881;108208
2124881;108162
2124881;108300
2124881;108445
2124881;108459
2124881;108320
2124881;108245
2124881;108302
2124881;108291
2124881;108192
2124881;108480
2124881;108106
2124881;108475
2124881;108336
2124881;108465
2124881;108547
2124881;108595
2124881;108206
2124881;108518
2124881;108493
2124881;108274
2124881;108327
2124881;108421
2124881;108326
2124881;108497
2124881;108490
2124881;108632
2124881;108153
2124883;108628
2124883;108378
2124883;108161
2124883;108334
2124883;108400
2124883;108243
2124883;108172
2124883;108744
2124883;108623
2124883;108420
2124883;108128
2124883;108431
2124883;108367
2124883;108219
2124883;108261
2124883;108205
2124883;108119
2124883;108104
2124883;108496
2124883;108515
2124883;108126
2124883;108451
2124883;108403
2124883;108591
2124883;108096
2124883;108416
2124883;108441
2124883;108530
2124883;108348
2124883;108602
2124883;295836
2124883;108414
2124883;108454
2124883;108199
2124883;108275
2124883;108498
2124883;284455
2124883;108260
2124883;108203
2124883;108095
2124883;108165
2124883;108359
2124883;108543
2124883;108147
2124883;108600
2124883;108587
2124883;108507
2124883;108495
2124883;108588
2124883;108354
2124883;108521
2124883;481247
2124883;108550
2124883;108423
2124883;108224
2124883;108376
2124883;108150
2124883;108338
2124883;108366
2124883;108730
2124883;108310
2124883;108558
2124883;108294
2124883;108309
2124883;108258
2124883;108625
2124883;108305
2124883;108249
2124883;108531
2124883;108215
2124883;147578
2124883;108181
2124883;108542
2124883;108328
2124883;108311
2124883;108240
2124883;108429
2124883;108419
2124883;108132
2124883;108347
2124883;108494
2124883;108386
2124883;108435
2124883;108292
2124883;108220
2124883;108364
2124883;108573
2124883;108253
2124883;108579
2124883;108107
2124883;108116
2124883;108512
2124883;108488
2124883;108179
2124883;108371
2124883;108462
2124883;108112
2124883;108450
2124883;108169
2124883;108230
2124883;108551
2124883;108143
2124883;108351
2124883;108399
2124883;108442
2124883;108142
2124883;108337
2124883;108478
2124883;108223
2124883;108242
2124883;108369
2124883;108393
2124883;108225
2124883;108356
2124883;108535
2124883;108241
2124883;108452
2124883;108509
2124883;108557
2124883;108202
2124883;108188
2124883;108362
2124883;108555
2124883;108252
2124883;108428
2124883;108140
2124883;108473
2124883;108210
2124883;108800
2124883;257654
2124883;267045
2124883;108342
2124883;108279
2124883;108293
2124883;108596
2124883;108232
2124883;108433
2124883;108474
2124883;108159
2124883;108380
2124883;108457
2124883;108350
2124883;108324
2124883;108212
2124883;108357
2124883;108575
2124883;108123
2124883;108276
2124883;108151
2124883;108208
2124883;108273
2124883;108162
2124883;108445
2124883;108459
2124883;108320
2124883;108245
2124883;108302
2124883;108438
2124883;108264
2124883;108291
2124883;108192
2124883;108480
2124883;108106
2124883;108381
2124883;108336
2124883;108465
2124883;108479
2124883;108547
2124883;108595
2124883;108206
2124883;108518
2124883;108493
2124883;108274
2124883;108327
2124883;108421
2124883;108326
2124883;108497
2124883;108490
2124883;108632
2124883;108153
2124886;108311
2124888;4669
2124889;4669
2124891;108367
2124892;108450
2124893;108450
2124894;108450
2124897;108628
2124897;108378
2124897;108161
2124897;108334
2124897;108400
2124897;108243
2124897;108172
2124897;108744
2124897;108623
2124897;108420
2124897;108128
2124897;108431
2124897;108367
2124897;108219
2124897;108261
2124897;108205
2124897;108119
2124897;108104
2124897;108496
2124897;108515
2124897;108126
2124897;108451
2124897;108403
2124897;108591
2124897;108096
2124897;108416
2124897;108441
2124897;108530
2124897;108348
2124897;108602
2124897;108360
2124897;110915
2124897;295836
2124897;108256
2124897;108414
2124897;108454
2124897;108437
2124897;108199
2124897;108275
2124897;108498
2124897;284455
2124897;108260
2124897;108203
2124897;108095
2124897;108165
2124897;108359
2124897;108476
2124897;108543
2124897;108147
2124897;108600
2124897;108246
2124897;108587
2124897;108507
2124897;108495
2124897;108588
2124897;108354
2124897;108521
2124897;481247
2124897;108550
2124897;108224
2124897;108376
2124897;108150
2124897;108338
2124897;108366
2124897;108730
2124897;108310
2124897;108558
2124897;108294
2124897;108309
2124897;108115
2124897;108625
2124897;108305
2124897;108249
2124897;108531
2124897;108215
2124897;147578
2124897;108181
2124897;108542
2124897;108328
2124897;108311
2124897;108240
2124897;108429
2124897;108456
2124897;108419
2124897;108132
2124897;108347
2124897;108494
2124897;108386
2124897;108435
2124897;108292
2124897;108220
2124897;108364
2124897;108573
2124897;108253
2124897;108579
2124897;108107
2124897;108116
2124897;108512
2124897;108488
2124897;108179
2124897;108391
2124897;108221
2124897;108371
2124897;108574
2124897;108238
2124897;108112
2124897;108450
2124897;108169
2124897;108230
2124897;108143
2124897;108304
2124897;108516
2124897;108351
2124897;108442
2124897;108142
2124897;108337
2124897;108478
2124897;108223
2124897;108242
2124897;108369
2124897;108198
2124897;108393
2124897;108225
2124897;108356
2124897;108535
2124897;108241
2124897;108452
2124897;108329
2124897;108509
2124897;108375
2124897;108557
2124897;108202
2124897;108188
2124897;108362
2124897;108555
2124897;108252
2124897;108428
2124897;108140
2124897;108473
2124897;108210
2124897;108800
2124897;147581
2124897;257654
2124897;267045
2124897;108342
2124897;108279
2124897;108293
2124897;108596
2124897;108232
2124897;108433
2124897;108474
2124897;108159
2124897;108278
2124897;108380
2124897;108457
2124897;108350
2124897;108324
2124897;108212
2124897;108357
2124897;108575
2124897;108123
2124897;108201
2124897;108276
2124897;108151
2124897;108208
2124897;108273
2124897;108162
2124897;108300
2124897;108445
2124897;108459
2124897;108320
2124897;108245
2124897;108302
2124897;108592
2124897;108264
2124897;108291
2124897;108192
2124897;108480
2124897;108106
2124897;108381
2124897;108439
2124897;108336
2124897;108465
2124897;108479
2124897;108547
2124897;108595
2124897;108206
2124897;108518
2124897;108493
2124897;108274
2124897;108327
2124897;108421
2124897;108326
2124897;108497
2124897;108490
2124897;108632
2124897;108236
2124899;108458
2124900;108582
2124901;108582
2124902;108582
2124906;108590
2124909;108429
2124913;108110
2124914;114867
2124917;108403
2124921;108555
2124924;108192
2124927;108458
2124929;108507
2124931;108334
2124938;108579
2124940;108153
2124942;108153
2124944;481302
2124945;108628
2124945;108378
2124945;108161
2124945;108243
2124945;108172
2124945;108154
2124945;108440
2124945;108420
2124945;108410
2124945;108520
2124945;108128
2124945;108431
2124945;108367
2124945;108219
2124945;108261
2124945;108205
2124945;108119
2124945;108406
2124945;108515
2124945;108126
2124945;108451
2124945;108403
2124945;108606
2124945;108416
2124945;108441
2124945;108343
2124945;108348
2124945;108360
2124945;110915
2124945;108175
2124945;108414
2124945;108437
2124945;108199
2124945;108275
2124945;108458
2124945;284455
2124945;108203
2124945;108359
2124945;108476
2124945;108246
2124945;108587
2124945;108507
2124945;108588
2124945;108354
2124945;108521
2124945;481247
2124945;109038
2124945;108382
2124945;108584
2124945;108423
2124945;108224
2124945;108376
2124945;108569
2124945;108150
2124945;108730
2124945;108294
2124945;108483
2124945;108309
2124945;108258
2124945;108631
2124945;108249
2124945;108531
2124945;108149
2124945;108436
2124945;108215
2124945;147578
2124945;108277
2124945;108181
2124945;108248
2124945;108542
2124945;108311
2124945;108211
2124945;108429
2124945;108456
2124945;108419
2124945;108425
2124945;108132
2124945;108347
2124945;108504
2124945;108494
2124945;108386
2124945;108247
2124945;108292
2124945;108220
2124945;108253
2124945;108579
2124945;108107
2124945;108116
