idProposicao;idAutor
2123470;108207
2123471;108207
2123472;108207
2123473;108207
2123474;108207
2123475;108207
2123476;108207
2123477;108207
2123478;108157
2123479;108207
2123480;108157
2123481;108207
2123482;108207
2123483;108207
2123484;108207
2123485;108207
2123486;108207
2123487;108207
2123488;108207
2123489;108207
2123490;108207
2123491;108207
2123492;108207
2123493;108207
2123494;108207
2123495;108207
2123496;108207
2123497;108207
2123498;108207
2123499;108207
2123500;108207
2123501;108207
2123502;108207
2123503;108445
2123504;108571
2123507;108590
2123512;108590
2123513;112673
2123514;108590
2123515;108590
2123516;108590
2123517;147583
2123518;108578
2123519;84752
2123522;108590
2123524;108519
2123525;108555
2123525;108162
2123526;108555
2123526;108162
2123527;108151
2123528;108542
2123530;108542
2123531;108253
2123532;108498
2123533;108151
2123534;108462
2123535;108255
2123536;108151
2123537;108175
2123538;108281
2123540;108578
2123542;108240
2123543;108293
2123544;108240
2123549;108488
2123550;65435
2123551;108488
2123552;108439
2123553;108215
2123554;108439
2123556;108474
2123557;108293
2123558;108512
2123560;65463
2123561;108293
2123562;108157
2123564;108157
2123565;108157
2123566;108157
2123567;108157
2123568;108181
2123569;108181
2123570;108181
2123571;108332
2123572;65499
2123573;108332
2123574;108354
2123576;108536
2123578;108354
2123579;108354
2123580;108354
2123584;108198
2123586;108433
2123587;108433
2123588;108466
2123590;108466
2123591;108579
2123595;110298
2123596;108466
2123597;110298
2123598;108160
2123599;108579
2123600;108579
2123601;108459
2123602;108459
2123603;108579
2123604;108579
2123605;108162
2123606;108162
2123607;108162
2123608;108162
2123609;108162
2123610;108162
2123611;108162
2123612;108372
2123613;108162
2123614;108162
2123615;108162
2123618;108162
2123619;108162
2123620;108162
2123621;108162
2123622;108162
2123623;108162
2123624;108162
2123625;108162
2123626;108162
2123627;108162
2123628;108567
2123629;108255
2123630;108281
2123631;108474
2123638;4669
2123639;4669
2123640;4669
2123641;4669
2123642;4669
2123643;4669
2123644;4669
2123645;4669
2123646;4669
2123648;4669
2123649;108268
2123650;108162
2123651;108441
2123652;108188
2123654;109092
2123655;108175
2123656;108550
2123657;108550
2123658;109092
2123659;109092
2123660;109092
2123661;109092
2123665;4669
2123666;108567
2123667;108567
2123668;108567
2123669;108515
2123670;108410
2123671;108410
2123671;108474
2123672;108474
2123673;108233
2123674;108233
2123675;108135
2123676;108268
2123677;108591
2123678;108542
2123679;108293
2123680;108430
2123681;108509
2123682;108341
2123683;108293
2123687;108466
2123693;108466
2123694;108466
2123695;108466
2123698;108309
2123701;108466
2123703;108466
2123705;108126
2123706;108550
2123709;108550
2123710;108162
2123712;108162
2123713;108162
2123715;108181
2123716;108318
2123720;108594
2123722;108439
2123725;108165
2123726;108165
2123727;108165
2123728;108208
2123730;108208
2123732;108208
2123734;108208
2123735;108208
2123736;108300
2123738;108597
2123739;108597
2123740;108300
2123741;108219
2123743;108121
2123744;108325
2123748;10503
2123748;108367
2123748;108261
2123748;108325
2123748;108203
2123748;108550
2123748;108483
2123748;108179
2123748;108538
2123748;108478
2123748;108413
2123748;108276
2123748;108439
2123749;10503
2123750;108293
2123751;108313
2123752;108240
2123753;108293
2123754;108293
2123755;108293
2123756;108293
2123757;108293
2123758;108341
2123759;108341
2123760;108341
2123761;108293
2123762;108521
2123763;108293
2123764;108521
2123765;108293
2123766;108271
2123767;108293
2123768;108203
2123768;109092
2123769;108293
2123771;108293
2123772;108293
2123773;108596
2123774;108293
2123775;108293
2123776;108342
2123778;108293
2123779;108213
2123780;108419
2123781;481354
2123782;108579
2123783;481354
2123784;108428
2123785;108494
2123786;108428
2123787;108494
2123788;108494
2123789;287256
2123790;108240
2123791;284455
2123792;108342
2123793;108592
2123794;108436
2123795;108310
2123796;108436
2123800;108585
2123802;108585
2123803;108585
2123804;108565
2123805;108565
2123806;108565
2123807;108584
2123807;108550
2123807;108436
2123807;28268
2123807;108123
2123808;108558
2123810;108210
2123811;108367
2123812;108134
2123813;108540
2123814;108521
2123815;108515
2123816;108367
2123816;108325
2123816;108113
2123816;108550
2123816;108215
2123816;108538
2123816;108413
2123816;108180
2123818;108550
2123819;108210
2123820;108550
2123821;108550
2123822;108550
2123823;108550
2123824;108540
2123825;108578
2123826;108578
2123827;108578
2123829;108293
2123833;108578
2123838;108173
2123839;110298
2123840;110298
2123841;110298
2123842;110298
2123843;4669
2123845;108155
2123846;108114
2123847;108114
2123849;110298
2123850;117080
2123851;108271
2123852;108271
2123853;108271
2123855;108218
2123857;108218
2123858;108114
2123862;108194
2123863;108194
2123864;108367
2123865;108293
2123866;108194
2123867;108462
2123868;108462
2123880;108164
2123881;108435
2123882;108211
2123883;108527
2123884;108435
2123885;108351
2123886;108441
2123887;108515
2123888;108186
2123889;108293
2123890;108293
2123891;108211
2123893;108479
2123894;108438
2123895;108479
2123896;108479
2123898;108488
2123899;108488
2123904;108180
2123905;108509
2123907;110298
2123908;108197
2123909;108197
2123910;108452
2123927;108194
2123928;108142
2123931;108204
2123931;108482
2123938;108534
2123939;108172
2123939;108744
2123939;108154
2123939;108520
2123939;108219
2123939;108358
2123939;108113
2123939;108441
2123939;108343
2123939;108602
2123939;108360
2123939;108422
2123939;108175
2123939;108256
2123939;108259
2123939;108582
2123939;108138
2123939;108275
2123939;284455
2123939;108165
2123939;108549
2123939;108125
2123939;108476
2123939;108135
2123939;108559
2123939;108141
2123939;108556
2123939;108246
2123939;108415
2123939;108507
2123939;108204
2123939;108354
2123939;108521
2123939;108353
2123939;108382
2123939;108444
2123939;108584
2123939;108103
2123939;108550
2123939;108598
2123939;108366
2123939;108449
2123939;108294
2123939;108489
2123939;108483
2123939;108309
2123939;108115
2123939;108152
2123939;108536
2123939;108305
2123939;108531
2123939;108405
2123939;108156
2123939;108436
2123939;108481
2123939;108248
2123939;108542
2123939;108311
2123939;108429
2123939;108482
2123939;108553
2123939;108425
2123939;108209
2123939;108494
2123939;108603
2123939;108593
2123939;108386
2123939;108247
2123939;108435
2123939;108292
2123939;108220
2123939;108573
2123939;108341
2123939;108157
2123939;108179
2123939;108221
2123939;108365
2123939;108254
2123939;108313
2123939;108120
2123939;108349
2123939;108511
2123939;108390
2123939;108538
2123939;108551
2123939;108443
2123939;108105
2123939;108308
2123939;108344
2123939;108351
2123939;108554
2123939;108142
2123939;108478
2123939;108213
2123939;108223
2123939;108563
2123939;108171
2123939;108198
2123939;108430
2123939;108139
2123939;108295
2123939;108218
2123939;108375
2123939;108397
2123939;108287
2123939;108335
2123939;108188
2123939;108244
2123939;108117
2123939;108182
2123939;108501
2123939;108634
2123939;108737
2123939;117600
2123939;117670
2123939;284936
2123939;481240
2123939;481302
2123939;108447
2123939;108332
2123939;108571
2123939;108195
2123939;108505
2123939;108342
2123939;108279
2123939;108395
2123939;108567
2123939;108293
2123939;108257
2123939;108596
2123939;108333
2123939;108433
2123939;108474
2123939;108159
2123939;108510
2123939;108622
2123939;108380
2123939;108466
2123939;108122
2123939;108164
2123939;481270
2123939;108212
2123939;108575
2123939;108123
2123939;108276
2123939;108151
2123939;108131
2123939;108208
2123939;108273
2123939;108162
2123939;108300
2123939;108445
2123939;108459
2123939;108355
2123939;108517
2123939;108624
2123939;108302
2123939;108227
2123939;108318
2123939;108439
2123939;108336
2123939;108595
2123939;108206
2123939;108222
2123939;108518
2123939;108493
2123939;108561
2123939;108394
2123939;108421
2123939;108094
2123939;108326
2123939;108527
2123939;108173
2123939;110298
2123939;108121
2123939;108552
2123940;108534
2123941;108534
2123942;108534
2123943;108534
2123944;108534
2123945;108534
2123946;108534
2123947;108534
2123952;108142
2123953;108282
2123954;108282
2123955;108282
2123956;108282
2123957;108282
2123958;108282
2123959;108478
2123960;108567
2123961;108567
2123962;108567
2123963;108325
2123965;108446
2123966;108489
2123968;108217
2123975;108300
2123976;108300
2123978;108787
2123979;108394
2123980;108122
2123981;108122
2123982;108488
2123983;108488
2123984;108488
2123985;108123
2123986;108123
2123987;391762
2123988;108166
2123989;108166
2123990;109822
2123991;4736
2123992;4736
2123998;108737
2124000;108268
2124001;108268
2124002;108269
2124003;108268
2124004;108300
2124005;108300
2124006;108428
2124007;108428
2124008;108261
2124009;108261
2124010;108454
2124011;108407
2124014;108205
2124015;108107
2124022;108582
2124024;108582
2124025;108582
2124026;108582
2124027;108582
2124028;108582
2124029;108582
2124030;108261
2124032;108341
2124034;108521
2124039;108488
2124041;108422
2124045;108302
2124046;108107
2124047;108375
2124048;108375
2124049;108535
2124052;108521
2124054;108344
2124056;108344
2124057;108172
2124058;108172
2124059;108172
2124060;108172
2124061;108351
2124065;108418
2124069;108573
2124070;108526
2124073;108325
2124078;108293
2124079;108293
2124088;108293
2124091;147583
2124152;108128
2124152;108325
2124152;108113
2124152;108343
2124152;108215
2124152;108442
2124152;108413
2124152;108276
2124155;108246
2124156;108246
2124157;108246
2124158;108246
2124159;108246
2124160;108246
2124162;108246
2124165;108603
2124166;108240
2124167;108128
2124169;108128
2124170;108128
2124173;108232
2124175;108218
2124180;108597
2124182;108290
2124184;4736
2124187;108128
2124187;108261
2124187;108343
2124187;108304
2124187;108278
2124188;108128
2124188;108261
2124188;108343
2124188;108304
2124188;108278
2124190;108541
2124192;108185
2124196;108151
2124197;108311
2124205;108153
2124206;108319
2124207;108153
2124208;108211
2124209;108459
2124210;108476
2124211;108459
2124212;481247
2124213;481247
2124214;108592
2124216;108372
2124223;108606
2124224;108293
2124226;108550
2124227;108344
2124227;108554
2124239;274586
2124242;108420
2124243;108476
2124244;108369
2124245;108369
2124246;108594
2124247;108403
2124252;108496
2124253;108496
2124254;108495
2124255;108128
2124255;108367
2124255;108261
2124255;108325
2124255;108113
2124255;108343
2124255;108127
2124255;108483
2124255;108215
2124255;108442
2124255;108413
2124255;108276
2124255;108439
2124256;108415
2124257;108418
2124258;108483
2124261;108482
2124262;108151
2124265;108573
2124267;108122
2124268;108389
2124269;108271
2124270;108271
2124271;108428
2124272;108167
2124273;108379
2124274;108379
2124275;108379
2124276;108159
2124277;108159
2124278;108379
2124279;108379
2124280;108379
2124281;108325
2124282;108203
2124283;108596
2124284;108596
2124285;108534
2124286;108596
2124288;108534
2124289;108534
2124290;108534
2124291;108534
2124292;108534
2124293;108534
2124294;108534
2124295;108590
2124296;108590
2124299;295286
2124302;108126
2124303;108107
2124307;108420
2124307;108367
2124310;108412
2124311;108194
2124312;108257
2124313;108355
2124314;108361
2124315;108361
2124316;108361
2124318;108378
2124318;108137
2124318;108334
2124318;108243
2124318;108787
2124318;108172
2124318;108744
2124318;108623
2124318;108410
2124318;108128
2124318;108431
2124318;108214
2124318;108219
2124318;108261
2124318;108205
2124318;14911
2124318;108406
2124318;108548
2124318;108515
2124318;108126
2124318;108451
2124318;108586
2124318;108606
2124318;108096
2124318;108530
2124318;108602
2124318;108360
2124318;108414
2124318;108582
2124318;108437
2124318;108199
2124318;108275
2124318;108402
2124318;284455
2124318;108203
2124318;108095
2124318;108359
2124318;108263
2124318;108141
2124318;108246
2124318;108127
2124318;108415
2124318;108507
2124318;108588
2124318;108521
2124318;108331
2124318;481247
2124318;108353
2124318;108584
2124318;108103
2124318;108183
2124318;108224
2124318;108376
2124318;108730
2124318;108449
2124318;108489
2124318;108309
2124318;108115
2124318;108152
2124318;108258
2124318;108536
2124318;108625
2124318;108305
2124318;108531
2124318;108405
2124318;108184
2124318;108436
2124318;108481
2124318;147578
2124318;108277
2124318;108181
2124318;108248
2124318;296289
2124318;108542
2124318;108311
2124318;108240
2124318;108482
2124318;108419
2124318;108425
2124318;108347
2124318;108603
2124318;108386
2124318;108435
2124318;108292
2124318;108130
2124318;108220
2124318;108372
2124318;108573
2124318;108579
2124318;108107
2124318;108116
2124318;108488
2124318;108391
2124318;108462
2124318;108238
2124318;108120
2124318;108349
2124318;108511
2124318;108169
2124318;108290
2124318;108304
2124318;108170
2124318;108554
2124318;108564
2124318;108231
2124318;108337
2124318;108478
2124318;108213
2124318;108369
2124318;108491
2124318;108198
2124318;108241
2124318;108430
2124318;108452
2124318;108139
2124318;108329
2124318;108218
2124318;108345
2124318;108375
2124318;108287
2124318;108188
2124318;108362
2124318;108409
2124318;108244
2124318;108428
2124318;108117
2124318;108473
2124318;108182
2124318;108800
2124318;113999
2124318;117098
2124318;117600
2124318;147581
2124318;257654
2124318;267045
2124318;417413
2124318;302116
2124318;825234
2124318;481188
2124318;481240
2124318;108447
2124318;108332
2124318;108505
2124318;108342
2124318;108596
2124318;108379
2124318;108333
2124318;108433
2124318;108159
2124318;108380
2124318;108466
2124318;108457
2124318;108350
2124318;481270
2124318;108212
2124318;108575
2124318;108123
2124318;108131
2124318;108180
2124318;108208
2124318;108162
2124318;108300
2124318;108459
2124318;108463
2124318;108303
2124318;108368
2124318;108320
2124318;108245
2124318;108624
2124318;108302
2124318;108500
2124318;108207
2124318;108264
2124318;108268
2124318;108291
2124318;108318
2124318;108340
2124318;108192
2124318;108480
2124318;108106
2124318;108475
2124318;108381
2124318;108479
2124318;108267
2124318;108633
2124318;108547
2124318;108206
2124318;108525
2124318;108274
2124318;108327
2124318;108421
2124318;108383
2124318;108094
2124318;108326
2124318;108527
2124318;110298
2124318;108568
2124318;108632
2124318;108552
2124318;108236
2124318;108522
2124320;108463
2124323;108128
2124329;108107
2124330;108509
2124334;108534
2124335;481247
2124336;108628
2124336;108378
2124336;108161
2124336;108334
2124336;108400
2124336;108243
2124336;108787
2124336;108154
2124336;108623
2124336;108410
2124336;108514
2124336;108431
2124336;108214
2124336;108367
2124336;108261
2124336;14911
2124336;108496
2124336;108515
2124336;108126
2124336;108451
2124336;108307
2124336;108403
2124336;108606
2124336;108591
2124336;108096
2124336;108441
2124336;108530
2124336;108602
2124336;108175
2124336;108414
2124336;108259
2124336;108146
2124336;108454
2124336;108138
2124336;108437
2124336;108621
2124336;108275
2124336;108498
2124336;108402
2124336;284455
2124336;108260
2124336;108095
2124336;108165
2124336;108359
2124336;108125
2124336;108543
2124336;108135
2124336;108271
2124336;108559
2124336;108186
2124336;108141
2124336;108147
2124336;108127
2124336;108187
2124336;108415
2124336;108587
2124336;108507
2124336;108110
2124336;108427
2124336;108331
2124336;481247
2124336;109038
2124336;108471
2124336;108584
2124336;108185
2124336;108423
2124336;108183
2124336;108224
2124336;108598
2124336;108150
2124336;108366
2124336;108730
2124336;108449
2124336;108558
2124336;108294
2124336;108483
2124336;108309
2124336;108193
2124336;108115
2124336;108152
2124336;108590
2124336;108536
2124336;108625
2124336;108305
2124336;108631
2124336;108249
2124336;108405
2124336;108156
2124336;147578
2124336;108277
2124336;108181
2124336;108248
2124336;108542
2124336;108311
2124336;108240
2124336;108429
2124336;108425
2124336;108132
2124336;108494
2124336;108603
2124336;108386
2124336;108435
2124336;108292
2124336;108364
2124336;108372
2124336;108253
2124336;108411
2124336;108116
2124336;108157
2124336;108488
2124336;108179
2124336;108533
2124336;108254
2124336;108462
2124336;108238
2124336;108112
2124336;108450
2124336;108120
2124336;108169
2124336;108290
2124336;108487
2124336;108178
2124336;108565
2124336;108538
2124336;108230
2124336;108143
2124336;108304
2124336;108105
2124336;108516
2124336;108231
2124336;108442
2124336;108142
2124336;108478
2124336;108213
2124336;108426
2124336;108134
2124336;108369
2124336;108491
2124336;108581
2124336;108535
2124336;108241
2124336;108562
2124336;108262
2124336;108452
2124336;108295
2124336;108509
2124336;108218
2124336;108345
2124336;108176
2124336;108557
2124336;108202
2124336;108397
2124336;108585
2124336;108287
2124336;108299
2124336;108188
2124336;108502
2124336;108526
2124336;108362
2124336;108555
2124336;108252
2124336;108409
2124336;108428
2124336;108473
2124336;108182
2124336;108210
2124336;108795
2124336;108800
2124336;109980
2124336;117600
2124336;147582
2124336;417413
2124336;108447
2124336;108196
2124336;108571
2124336;108342
2124336;108279
2124336;108567
2124336;108293
2124336;108257
2124336;108596
2124336;108232
2124336;108379
2124336;108333
2124336;108433
2124336;108474
2124336;108159
2124336;108736
2124336;108278
2124336;108380
2124336;108239
2124336;108122
2124336;108350
2124336;108097
2124336;108164
2124336;108324
2124336;108357
2124336;108575
2124336;108123
2124336;108276
2124336;108151
2124336;108208
2124336;108273
2124336;108162
2124336;108459
2124336;108370
2124336;108303
2124336;108368
2124336;108217
2124336;108320
2124336;108245
2124336;108281
2124336;108302
2124336;108592
2124336;108500
2124336;108546
2124336;108438
2124336;108207
2124336;108264
2124336;108268
2124336;108192
2124336;108480
2124336;108306
2124336;108106
2124336;108255
2124336;108381
2124336;108109
2124336;108336
2124336;108633
2124336;108385
2124336;108398
2124336;108493
2124336;108394
2124336;108327
2124336;108326
2124336;108527
2124336;108173
2124336;110298
2124336;108490
2124336;108568
2124336;108121
2124336;108632
2124336;108102
2124336;108236
2124336;108098
2124337;110298
2124338;108347
2124339;108347
2124340;110298
2124341;108380
2124342;110298
2124343;108360
2124344;108628
2124344;108378
2124344;108334
2124344;108243
2124344;108154
2124344;108440
2124344;108623
2124344;108420
2124344;108410
2124344;108520
2124344;108431
2124344;108367
2124344;108219
2124344;108205
2124344;108119
2124344;108325
2124344;108104
2124344;108496
2124344;108515
2124344;108451
2124344;108307
2124344;108403
2124344;108441
2124344;108530
2124344;108348
2124344;108602
2124344;108414
2124344;108146
2124344;108437
2124344;108199
2124344;108275
2124344;108458
2124344;108498
2124344;108260
2124344;108203
2124344;108095
2124344;108165
2124344;108359
2124344;108125
2124344;108135
2124344;108559
2124344;108186
2124344;108141
2124344;108147
2124344;108600
2124344;108461
2124344;108587
2124344;108507
2124344;108588
2124344;108354
2124344;108521
2124344;108331
2124344;108382
2124344;108550
2124344;108423
2124344;108224
2124344;108598
2124344;108150
2124344;108366
2124344;108558
2124344;108294
2124344;108489
2124344;108309
2124344;108590
2124344;108258
2124344;108305
2124344;108513
2124344;108184
2124344;108215
2124344;147578
2124344;108181
2124344;108248
2124344;108542
2124344;108311
2124344;108456
2124344;108482
2124344;108553
2124344;108419
2124344;108425
2124344;108347
2124344;108494
2124344;108603
2124344;108292
2124344;108220
2124344;108364
2124344;108573
2124344;108253
2124344;108579
2124344;108233
2124344;108107
2124344;108116
2124344;108512
2124344;108157
2124344;108488
2124344;108254
2124344;108462
2124344;108238
2124344;108112
2124344;108450
2124344;108120
2124344;108178
2124344;108230
2124344;108143
2124344;108442
2124344;108142
2124344;108337
2124344;108478
