id;nome;siglaPartido;siglaUf;urlFoto
160758;DOMINGOS SÁVIO;PSDB;MG;http://www.camara.leg.br/internet/deputado/bandep/160758.jpg
160643;DR. JORGE SILVA;SD;ES;http://www.camara.leg.br/internet/deputado/bandep/160643.jpg
178830;DR. SINVAL MALHEIROS;PODE;SP;http://www.camara.leg.br/internet/deputado/bandep/178830.jpg
178994;DULCE MIRANDA;PMDB;TO;http://www.camara.leg.br/internet/deputado/bandep/178994.jpg
141417;EDIO LOPES;PR;RR;http://www.camara.leg.br/internet/deputado/bandep/141417.jpg
160578;EDMAR ARRUDA;PSD;PR;http://www.camara.leg.br/internet/deputado/bandep/160578.jpg
134812;EDMILSON RODRIGUES;PSOL;PA;http://www.camara.leg.br/internet/deputado/bandep/134812.jpg
74655;EDUARDO BARBOSA;PSDB;MG;http://www.camara.leg.br/internet/deputado/bandep/74655.jpg
92346;EDUARDO BOLSONARO;PSL;SP;http://www.camara.leg.br/internet/deputado/bandep/92346.jpg
178977;EDUARDO CURY;PSDB;SP;http://www.camara.leg.br/internet/deputado/bandep/178977.jpg
141421;EDUARDO DA FONTE;PP;PE;http://www.camara.leg.br/internet/deputado/bandep/141421.jpg
141422;EFRAIM FILHO;DEM;PB;http://www.camara.leg.br/internet/deputado/bandep/141422.jpg
74075;ELCIONE BARBALHO;PMDB;PA;http://www.camara.leg.br/internet/deputado/bandep/74075.jpg
160532;ELI CORRÊA FILHO;DEM;SP;http://www.camara.leg.br/internet/deputado/bandep/160532.jpg
181316;ELIZEU DIONIZIO;PSB;MS;http://www.camara.leg.br/internet/deputado/bandep/181316.jpg
178883;ELIZIANE GAMA;PPS;MA;http://www.camara.leg.br/internet/deputado/bandep/178883.jpg
178854;ELMAR NASCIMENTO;DEM;BA;http://www.camara.leg.br/internet/deputado/bandep/178854.jpg
132504;ENIO VERRI;PT;PR;http://www.camara.leg.br/internet/deputado/bandep/132504.jpg
160575;ERIKA KOKAY;PT;DF;http://www.camara.leg.br/internet/deputado/bandep/160575.jpg
99654;ERIVELTON SANTANA;PEN;BA;http://www.camara.leg.br/internet/deputado/bandep/99654.jpg
160640;EROS BIONDINI;PROS;MG;http://www.camara.leg.br/internet/deputado/bandep/160640.jpg
160649;ESPERIDIÃO AMIN;PP;SC;http://www.camara.leg.br/internet/deputado/bandep/160649.jpg
178871;EVAIR VIEIRA DE MELO;PP;ES;http://www.camara.leg.br/internet/deputado/bandep/178871.jpg
178828;EVANDRO GUSSI;PV;SP;http://www.camara.leg.br/internet/deputado/bandep/178828.jpg
