idProposicao;proposicaoTipo;ementa;dataApresentacao
2151836;Projeto de Lei Complementar;Estabelece os critérios, os prazos e as condições para a apuração do montante de que trata o art. 91 do Ato das Disposições Constitucionais Transitórias da Constituição Federal - ADCT, a ser entregue aos Estados e ao Distrito Federal.;2017-09-14
2151841;Requerimento de Audiência Pública;"Requer realização de Audiência Pública para debater a ""Possibilidade de crimes, no âmbito do mercado de moedas virtuais, e as suas implicações para os consumidores"" com os seguintes convidados: Representante do Ministério Público Federal e Representante da Secretaria Nacional do Consumidor.";2017-09-15
2151848;Requerimento;Requer autorização deste colegiado para representa-lo no 1º Seminário Nacional Organizações da Sociedade Civil e Defensoria Pública em Diálogo com Gestoras e Gestores sobre a Lei 13019/14.;2017-09-15
2151853;Emenda na Comissão;Art. 2º Nos termos do art. 146 da Resolução nº 01, de 2006-CN, as emendas aos projetos de que trata o art. 1º destinadas a Poder ou órgão que levem a extrapolar os limites individualizados de despesas primárias de que trata a EC nº 95, de 2016 serão inadmitidas quando não indicarem cancelamento compensatório, no âmbito do mesmo Poder ou órgão.;2017-09-15
2151855;Requerimento de Audiência Pública;Requer a realização audiência pública para debater as políticas públicas voltadas para Primeira Infância.;2017-09-15
2151856;Requerimento de Audiência Pública;Requer a realização audiência pública para debater a situação da Primeira Infância no Brasil.;2017-09-15
2151857;Requerimento de Audiência Pública;Requer a realização audiência pública para debater Educação de Pessoa com Deficiência na Primeira Infância.;2017-09-15
2151866;Requerimento de Informação;Requerimento de Informação ao Ministro de Estado da Justiça e Segurança Pública para que sejam solicitadas informações relacionadas à demarcação de terras indígenas no Estado do Rio Grande do Sul.;2017-09-15
2151868;Representação;Representação do Partido dos Trabalhadores - PT, em desfavor do Senhor Deputado WLADIMIR COSTA. Imputação da prática de atos incompatíveis com o decoro parlamentar.;2017-09-15
2151870;Requerimento de Voto de pesar;Requer a apresentação de Voto de Pesar pelo falecimento do senhor José Paulo da Silva, ocorrido em 14 de setembro de 2017.;2017-09-18
2151872;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor pelo aniversário dos 90 anos da senhora Maria das Neves Pessoa de Aquino.;2017-09-18
2151873;Requerimento de Voto de regozijo ou louvor;Requer a apresentação  de Voto de Louvor ao Juiz Federal Sérgio Murilo Wanderley Queiroga, da Justiça Federal da Paraíba (JFPB), por sua posse como membro efetivo do Tribunal Regional Eleitoral da Paraíba (TRE/PB), para o biênio 2017/2019.;2017-09-18
2151874;Requerimento de Voto de pesar;Requer a apresentação de Voto de Pesar pelo falecimento do senhor Rinaldo Souza e Silva, ocorrido em 12 de setembro de 2017.;2017-09-18
2151875;Requerimento de Voto de pesar;Requer a apresentação de Voto de Pesar pelo falecimento do senhor José Ferreira de Lima Sobrinho, ocorrido em 09 de setembro de 2017.;2017-09-18
2151876;Requerimento de Voto de pesar;Requer a apresentação de Voto de Pesar pelo falecimento do Monsenhor José Rodrigues Fidelis, ocorrido em 06 de setembro de 2017.;2017-09-18
2151877;Indicação;Sugere ao Excelentíssimo Senhor Ministro da Casa Civil da Presidência da República, a exclusão da CHESF   (Companhia Hidro Elétrica do São Francisco) do processo de venda da ELETROBRAS (Centrais Elétricas Brasileiras S. A.), transformando a empresa Nordestina numa estrutura pública vinculada ao Ministério da Integração Nacional.;2017-09-18
2151884;Requerimento de Prorrogação de prazo de Comissão Temporária;"Requer a prorrogação de prazo da Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 181-A, de 2015, do Senado Federal, que ""altera o inciso XVIII do art. 7º da Constituição Federal para dispor sobre a licença-maternidade em caso de parto prematuro"", e apensada.";2017-09-18
2151885;Requerimento de Audiência Pública;Requer a realização de Audiência Pública a se realizar conjuntamente por esta Comissão e pela Comissão de Seguridade Social e Família, para debater a necessidade de priorização do Câncer Colorretal nas políticas públicas de saúde do Brasil.;2017-09-18
2151886;Requerimento;"Requer o aditamento do Requerimento n° 268/2017, que ""Requer a convocação do Senhor Fernando Coelho Filho, Ministro de Minas e Energia, para prestar esclarecimentos acerca do tema ""Descotização, Privatização e Alterações no Marco Legal do Setor Elétrico"", constantes da Consulta Pública n° 33/2017, do Ministério de Minas e Energia"", aprovado em 30/08/2017, com a alteração da expressão CONVOCAÇÃO por SEJA CONVIDADO.";2017-09-18
2151887;Requerimento;Requer a realização de Audiência Pública para debater o Plano de Demissão Voluntária (PDV).;2017-09-18
2151889;Mensagem (CN);Informações complementares ao Projeto de Lei Orçamentária de 2018.;2017-09-15
2151899;Requerimento de Audiência Pública;Requer a realização de audiência publica e que seja convidado o Sr. Elmer Coelho Vicenzi como presidente cio Conselho Nacional de Trânsito (CONTRAN), e o Departamento Nacional de Trânsito (DENATRAN) ao qual o confere o cargo de Diretor, com a finalidade de esclarecer a este Colegiado as denúncias referentes a irregularidades que tem causado enormes prejuízos aos cofres públicos em decorrência do monopólio do serviço pelo convênio CETIP/FENASEG, prestar informações sobre o cumprimento das determinações constantes do Relatório n°. 201412890 da CGU, apuração dos fatos citados do relatório: atividade exclusiva, falta de fiscalização, possível ilegalidade na autuação da Cetip/GRV e Fenaseg, fatos relatados em delação premiada da Operação Lava Jato, falta de motivação para o fim do GT Gravames, falta de ampla concorrência para a seleção da empresa responsável pela operacionalização do SNG - MONOPOLIO CETIP/FENASEG, bem como para tomarmos conhecimento da situação atual sobre a padronização e procedimentos para o Registro de Contratos com cláusula de Alienação Fiduciária em operações financeiras nos órgãos ou entidades executivos de trânsito  para o Certificado de Registro de Veículos-CRV;2017-09-18
2151901;Requerimento de Audiência Pública;"Requer a realização de Audiência Pública no âmbito desta Comissão para debater o PL 4508/2017 que ""Altera a Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre o novo Código Florestal brasileiro, para autorizar o apascentamento de animais em área de Reserva Legal"".";2017-09-18
2151903;Reclamação;Reclama da atuação da Polícia Legislativa para conter manifestantes contrários à privatização da Casa da Moeda antes do inicio da 2ª Sessão Deliberativa Extraordinária, de 13/9/2017.;2017-09-13
2151909;Requerimento;Requer a convocação do Ministro Chefe da Secretaria Geral da Presidência da República, WELLINGTON MOREIRA FRANCO, a fim de prestar esclarecimentos perante esta Comissão sobre a proposta de privatização da Empresa Brasileira de Infraestrutura Aeroportuária (Infraero).;2017-09-18
2151910;Requerimento de Audiência Pública;Requer a realização de Audiência Pública conjunta para debater a relação da Lei da Aprendizagem (Lei 10.097/2000) com a reforma do ensino médio em curso no país (Lei nº 13.415, de 16 de fevereiro de 2017).;2017-09-18
2151911;Requerimento;Requer a realização de Audiência Pública da Comissão Especial que analisa a PEC nº 15 de 2015 - Fundeb Permanente, com a presença do Senhor Gregory Elacqua,  economista e chefe da Divisão de Educação do Banco Interamericano de Desenvolvimento (BID).;2017-09-18
2151913;Requerimento de Audiência Pública;Requer a realização de audiência pública para debater a intenção de abate de mais de três centenas de animais exóticos e da fauna nativa pertencentes ao plantel do Pampas Safari LTDA (Gravataí/RS) por razões de contingência econômica e suposta contaminação patológica.;2017-09-18
2151914;Recurso contra aplicação de censura escrita (Art. 12, § 2º do CEDP);Recorre ao Plenário, com base no § 2º do art. 12 do Código de Ética e Decoro Parlamentar, em face da decisão da Mesa Diretora que aplicou a pena de censura escrita.;2017-09-15
2151915;Requerimento de Voto de pesar;Requer a apresentação de Voto de Pesar pelo falecimento do jornalista, escritor e historiador, Hélio Nóbrega Zenaide, ocorrido em 18 de setembro de 2017.;2017-09-18
2151916;Requerimento de Voto de regozijo ou louvor;Requer a apresentação de Voto de Louvor pela posse da nova Diretoria da Academia Paraibana de Ciência da Administração - APCA.;2017-09-18
2151918;Recurso contra decisão de Presidente de Comissão em Questão de Ordem (Art. 57, XXI c/c art. 17, III, f, RICD);Recurso contra Decisão do Presidente da Comissão de Cultura que indeferiu a Questão de Ordem apresentada no dia 05/07/2017;2017-09-18
2151919;Requerimento de Informação;"Requerimento de Informação ao Ministro da Cultura para que sejam solicitadas informações relacionadas à exposição da peça teatral ""O Evangelho Segundo Jesus, Rainha do Céu"", realizada no âmbito do Serviço Social do Comércio - SESC.";2017-09-18
2151920;Requerimento;Requer, nos termos regimentais, autorização para realizar missão oficial, composta por membros da CREDN, destinada a visitar as cidades que marcaram a presença das tropas brasileiras na Itália, durante a Segunda Guerra Mundial.;2017-09-13
2151921;Requerimento de Prorrogação de prazo de Comissão Temporária;Solicita prorrogação do prazo da Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 15-A, de 2015.;2017-09-19
2151922;Medida Provisória;Estabelece as diretrizes para a reprogramação de investimentos em concessões rodoviárias federais e dá outras providências.;2017-09-19
2151924;Requerimento;Requeiro com fundamento no art. 255 e no art. 256, caput, do Regimento Interno da Câmara dos Deputados, a realização de Audiência Pública para discutir e buscar soluções para os casos de assédio e violência sexual sofrido por mulheres em transportes públicos.;2017-09-19
2151926;Requerimento de Inclusão na Ordem do Dia;"Requer a inclusão na Ordem do Dia do Plenário o PL 2861/2008 que ""Altera a Lei nº 4.950-A, de 22 de abril de 1966, para estender aos técnicos de nível médio, regularmente inscritos nos Conselhos Regionais de Engenharia, Arquitetura e Agronomia, e nos de Química, o piso salarial"".";2017-09-19
2151930;Projeto de Lei;Revoga o § 2º do art. 396 da Consolidação das Leis do Trabalho, acrescentado pela Lei nº 13.467, de 13 de julho de 2017, a fim de assegurar à mulher a escolha dos horários destinados à amamentação de filho de até seis meses de idade.;2017-09-19
2151936;Requerimento;Requer a realização de Audiência Pública conjunta com a Comissão de Trabalho, Administração e Serviço Público/CTASP, para debater a relação da Lei da Aprendizagem (Lei 10.097/2000) com a reforma do ensino médio em curso no país (Lei nº 13.415, de 16 de fevereiro de 2017).;2017-09-19
2151937;Requerimento;Requer a realização de audiência pública conjunta a Comissão de Segurança Pública e Combate ao Crime Organizado, para debater projetos inovadores relacionados à Política de Drogas.;2017-09-19
2151938;Requerimento de Informação;Solicita ao Sr. Ministro de Estado da Fazenda a estimativa de renúncia de receitas, nos exercícios de 2017, 2018, 2019 e 2020, que decorreriam da aprovação do Projeto de Lei nº. 3.205, de 2015.;2017-09-19
2151939;Requerimento de Audiência Pública;Requer o Aditamento do Requerimento n. 125, de 2017, cujo pedido foi aprovado pela Comissão de Defesa dos Direitos das Pessoas com Deficiência, para o fim de incluir convidados na reunião de audiência pública designada para o dia 4 de outubro de 2017.;2017-09-19
2151941;Requerimento de Desapensação;Requer a desapensação do Projeto de Lei Complementar nº 412/2017 do Projeto de Lei Complementar nº 463/2009;2017-09-19
2151942;Requerimento;requer a realização de Evento de Premiação das entidades da sociedade civil que tiveram relevante participação nos trabalhos desenvolvidos pela Comissão de Legislação Participativa - CLP e perante a sociedade civil organizada.;2017-09-19
2151949;Projeto de Lei;Acresce o § 3º ao artigo 1º da Lei 7.474 de 08 de maio de 1986.;2017-09-19
2151951;Requerimento de Audiência Pública;Requer a realização de audiência pública para debater a concessão do porte de arma de fogo.;2017-09-19
2151958;Indicação;Sugere a criação de um Decreto que transforme o sal em um bem de utilidade pública.;2017-09-19
2151959;Projeto de Lei Complementar;Altera a Lei complementar 124, de 3 de janeiro de 2007, que institui, na forma do art. 43 da Constituição Federal, a Superintendência do Desenvolvimento da Amazônia - SUDAM  estabelece sua composição, natureza jurídica, objetivos, área de competência e instrumentos de ação  dispõe sobre o Fundo de Desenvolvimento da Amazônia - FDA  altera a Medida Provisória no2.157-5, de 24 de agosto de 2001  revoga a Lei Complementar no 67, de 13 de junho de 1991  e dá outras providências, para alterar sua área de abrangência e renomeá-la para Superintendência do Desenvolvimento da Amazônia e do Pantanal - SUDAMP.;2017-09-19
2151960;Requerimento de Retirada de proposição de iniciativa individual;Requer a retirada de tramitação do Projeto de Lei n° 7777/2014.;2017-09-19
2151961;Requerimento de Audiência Pública;Requer a realização de audiência pública destinada a debater o PL 7.029/2013.;2017-09-19
2151971;Projeto de Lei;Dispõe sobre o ressarcimento a estabelecimentos de saúde públicos e privados de atendimentos de urgência e emergência por eles prestados.;2017-09-19
2151977;Requerimento;Requer nos termos regimentais solicitar informações do Ministério das Cidades, Governo do Estado de Rondônia e  Tribunal de Contas da União, bem como a realização e Audiência Pública com a participação dos respectivos agentes nesta Comissão de Fiscalização Financeira e Controle de forma a embasar a criação de uma Proposta de Fiscalização e Controle.;2017-09-19
2151978;Requerimento;Requer nos termos regimentais solicitar informações do Banco Nacional de Desenvolvimento Econômico e Social, Governo do Estado de Rondônia e  Tribunal de Contas da União, bem como a realização e Audiência Pública com a participação dos respectivos agentes nesta Comisão de Fiscalização Financeira e Controle de forma a embasar a criação de uma Proposta de Fiscalização e Controle, com consequente realização de auditoria por parte do Tribunal de Contas da União.;2017-09-19
2151980;Projeto de Lei;Dispõe sobre a obrigatoriedade de estabelecimentos comerciais e alimentares, Shoppings centers e instituições públicas utilizarem papel higiênico hidrossolúvel.;2017-09-19
2151981;Requerimento;Solicita a convocação do Excelentíssimo Senhor Raul Jugmmann, Ministro da Defesa, para que preste esclarecimentos a este Parlamento em relação a afirmação do General do Exército Antonio Hamilton Martins Mourão,  sobre a possibilidade de intervenção militar no país.;2017-09-19
2151984;Requerimento;Requer nos termos regimentais a alteração da localização de realização da mesa redonda, aprovada pelo Requerimento 398/2017, para o município de Alta Floresta D''Oeste, estado de Rondônia, objetivando a discussão da produção cafeeira no Estado de Rondônia e Região Norte.;2017-09-19
2151988;Requerimento de Redistribuição;Requer a revisão do despacho aposto ao PL nº 4.643, de 2012, para que se inclua a Comissão de Fiscalização Financeira e Controle.;2017-09-19
2151989;Projeto de Lei;Altera dispositivo da Lei nº 12.305, de 2 de agosto de 2010, que dispõe sobre a Política Nacional de Resíduos Sólidos, para prever programas e ações de educação ambiental visando ao descarte adequado de resíduos perfurocortantes.;2017-09-19
2151990;Requerimento de Audiência Pública;Requer a realização de audiência pública para debater a questão da violência contra professores.;2017-09-19
2151991;Projeto de Lei;Acrescenta parágrafo único ao art. 1.335 da Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, e dá outras providências.;2017-09-19
2151992;Mensagem de Restituição de Autógrafos;"Comunica, o Excelentíssimo Senhor Presidente da República a sanção do  projeto de lei que ""Altera a lei nº 6.088, de 16 de julho de 1974, para incluir o vale do rio Vaza-Barris na área de atuação da Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba (Codevasf)"", e restitui para o arquivo do Congresso Nacional, dois autógrafos do texto ora convertido na Lei nº 13.481 de 18 de setembro de 2017.";2017-09-18
2151993;Projeto de Lei Complementar;Altera a Lei nº 4.737, de 15 de julho de 1965 (Código Eleitoral), para estabelecer a competência da Justiça Eleitoral para julgar ações que versem sobre a validade dos intrapartidários e dá outras providências.;2017-09-19
2151995;Projeto de Lei;Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a Lei nº 9.504, de 30 de setembro de 1997 (Lei das Eleições), a Lei nº 4.737, de 15 de julho de 1965 (Código Eleitoral), a Lei nº 13.165, de 29 de setembro de 2015 (Minirreforma Eleitoral de 2015), e a Lei nº 5.768, de 20 de dezembro de 1971, com o fim de promover ampla reforma no ordenamento político-eleitoral.    NOVA EMENTA: Altera as Leis nºs 9.504, de 30 de setembro de 1997 (Lei das Eleições), 9.096, de 19 de setembro de 1995, e  4.737, de 15 de julho de 1965 (Código Eleitoral), e revoga dispositivos da Lei nº 13.165, de 29 de setembro de 2015 (Minirreforma Eleitoral de 2015), com o fim de promover reforma no ordenamento político-eleitoral.;2017-09-19
2151996;Requerimento de Audiência Pública;"Requer a realização de audiência pública, no âmbito desta Comissão, para debater a Proposta de Emenda a Constituição número 72/2015, que ""retira a inviolabilidade do sigilo de correspondência e comunicação telegráfica, de dados e das comunicações telefônicas das operações do Banco Nacional de Desenvolvimento Econômico e Social - BNDES."".";2017-09-19
2152004;Requerimento de Informação;Solicita informações ao Ministério da Cultura sobre os repasses federais ao Projeto Trio Independente.;2017-09-19
2152008;Requerimento de Sessão Solene;Requer a realização de Sessão Solene destinado a homenagear os Agentes Comunitários de Saúde e Agentes de Combate ás Endemias pelos préstimos dispensados a sociedade e em comemoração ao Dia Nacional do ACS e ACE.;2017-09-19
2152017;Requerimento de Audiência Pública;Solicita a realização de Audiência Pública para discutir o preço e a validade dos medicamentos comercializados no país.;2017-09-19
2152021;Projeto de Resolução de Alteração do Regimento e outros;Altera o art. 117 do Regimento Interno da Câmara dos Deputados, aprovado pela Resolução nº 17, de 1989, para possibilitar a votação em gabinete por meio do sistema biométrico em casos específicos.;2017-09-19
2152022;Projeto de Lei;Determina impedimento do juiz que homologar a colaboração premiada para processar e julgar a ação penal respectiva.;2017-09-19
2152030;Requerimento;Requer a realização de Audiência Pública para convidar o Secretário - Geral de Controle Externo do TCU, Sr. Cláudio Castelo Branco, para apresentar Relatório de Políticas e Programas de Governo.;2017-09-19
2152033;Requerimento;"Solicita a convocação do Exmo. Sr. Raul Jungmann, Ministro da Defesa, a fim de prestarem esclarecimentos sobre a declaração do Sr. General de que as Forças Armadas poderão ""impor solução"" à crise política nacional";2017-09-19
2152035;Requerimento;Requer, em sintonia com as disposições constitucionais, legais e regimentais, seja realizada, no próximo dia 10 de outubro, audiência pública para discutir o orçamento da ciência e tecnologia, seus cortes e consequências para o desenvolvimento do país.;2017-09-19
2152039;Requerimento;Requer a realização de reunião de Audiência Pública para debater as Agências Reguladoras, diante da conclusão do Tribunal de Contas da União sobre as discrepâncias entre os valores das multas aplicadas e os valores arrecadados.;2017-09-19
2152043;Requerimento;Convida Senhor Ministro da Saúde, Ricardo Barros, para explicar o processo de escolha de empresa cubana para fabricação de medicamento.;2017-09-19
2152044;Requerimento;Requer ao Senhor Presidente do Tribunal de Contas da União (TCU), Raimundo Carreiro, informações atualizadas sobre os programas sociais que foram objeto de pedaladas fiscais no governo Dilma Rousseff.;2017-09-19
2152049;Requerimento;Requer a convocação do Senhor Ministro de Estado da Defesa, Raul Jungmann, a fim de prestar esclarecimentos sobre as declarações do general do Exército Antonio Hamilton Martins Mourão.;2017-09-19
2152055;Projeto de Lei;Proíbe a inserção de nome social em documentos oficiais.;2017-09-19
2152058;Requerimento de Desapensação;"Requer a desapensação do Projeto de Lei Complementar nº 320/2016 que ""Regulamenta o art. 179 da Constituição Federal, dispõe sobre o apoio aos micro e pequenos empreendedores e dá outras providências"" do Projeto de Lei Complementar nº 368/2013 que ""Dispõe sobre o mercado de capitais para as pequenas e microempresas"".";2017-09-19
2152059;Requerimento de Audiência Pública;"""Requer seja realizada Audiência Pública na Comissão de Ciência, Tecnologia, Comunicação e Informática para debater a Liberdade de Expressão no Brasil"".";2017-09-19
2152063;Indicação;Sugere ao Excelentíssimo Senhor Ministro de Estado da Educação a revisão sobre a temporalidade, guarda e destinação de documentos do Acervo Acadêmico e regulamentação da adoção de certificação digital em documentos eletrônicos em Instituições de Ensino Superior.;2017-09-19
2152065;Indicação;Sugere que a Secretaria Nacional de Justiça e Segurança Pública adote providências no sentido de provar as mudanças na Portaria nº 368, de 11 de fevereiro de 2014, deste Ministério da Justiça para que seja obrigatória a classificação indicativa - além da programação de TV, cinema, DVD, jogos eletrônicos e de interpretação - RPG - nas exibições ou apresentações ao vivo, abertas ao público, tais como as circenses, teatrais e shows musicais.;2017-09-19
2152066;Projeto de Lei;Modifica o artigo 74 da Lei nº 8.069, de 13 de julho de 1990.;2017-09-19
2152067;Projeto de Lei;Destina cinquenta por cento dos recursos do Fundo Partidário para as campanhas eleitorais dos candidatos à reeleição à Deputado Federal.;2017-09-19
2152069;Requerimento de Audiência Pública;Solicita a convocação do Excelentíssimo Ministro da Defesa, Sr. Raul Jungmann, para prestar informações a respeito das excessivas convocações das Forças Armadas em ações de segurança pública através de Decretos de Garantia da Lei e da Ordem, da participação de militares dos Estados Unidos na Operação América Unida e das declarações de um general do Exército que admite a possibilidade de intervenção militar no País.;2017-09-19
2152074;Requerimento de Audiência Pública;Requer seja convocado o Exmo. Sr. Ministro de Estado das Cidades, Bruno Cavalcanti de Araújo, a comparecer a esta Comissão de Desenvolvimento Urbano - CDU, para explicar aos membros desta Comissão a razão pela qual o Ministério por ele comandado tem destinado mais verbas para as prefeituras controladas pelo PSDB.;2017-09-19
2152075;Projeto de Lei;Altera a Lei nº 13.021, de 2014, para dispor que a obrigatoriedade quanto à presença de farmacêutico durante todo o horário de funcionamento de farmácias de qualquer natureza não se aplica aos estabelecimentos que se caracterizem como microempresas, na forma da Lei Complementar nº 123, de 2006  aplicando-se nesse caso o art. 15 da Lei nº 5.991, de 17 de dezembro de 1973.;2017-09-19
2152077;Requerimento de Informação;Requer no âmbito da Comissão de Fiscalização Financeira e Controle, informações ao Excelentíssimo Senhor Ministro de Estado de Minas e Energia, sobre as constantes interrupções no fornecimento de energia elétrica no Estado do Acre.;2017-09-19
2152081;Indicação;Sugere a revogação do Decreto n.º 9.147, de 28 de agosto de 2017, que extinguiu a Reserva Nacional de Cobre e seus associados - RENCA, com a consequente recomposição da poligonal de sua área e a promoção dos estudos necessários para que nela se instale uma Área de Preservação Ambiental, de modo a se proteger a diversidade biológica lá existente, a se disciplinar o processo de sua ocupação e de assegurar a sustentabilidade no uso de seus recursos naturais.;2017-09-19
2152088;Requerimento de Prejudicialidade;Requer a declaração de prejudicialidade do Projeto de Lei nº 8.360, de 2017.;2017-09-19
2152091;Requerimento;Requer o envio de Requerimento de Informação da Comissão de Fiscalização da Concessionária ECO 101 - BR-101/ES ao Ministro dos Transportes, Portos e Aviação Civil, sobre o contrato de concessão da BR-101/ES.;2017-09-19
2152092;Requerimento;Requer a realização de Audiência Pública em Brasília com as presenças do Diretor-Geral da Polícia Rodoviária Federal e do Superintendente da Polícia Rodoviária Federal no Espírito Santo.;2017-09-19
2152093;Requerimento;Requer seja convocado o Exmo. Sr. Ministro de Estado de Defesa, Raul Jungmann, a comparecer à esta Comissão de Relações Exteriores e Defesa Nacional - CREDN, a fim de prestar informações acerca das recentes declarações do general de Exército Antônio Hamilton Mourão, Secretário de Economia e Finanças da nossa Força terrestre, das ações protagonizadas pelo senhor Willian Pina Botelho, capitão do Exército, que se apresentava nas redes sociais com o nome de Balta Nunes e que agiu como infiltrado junto a manifestantes na cidade de São Paulo, da autorização dada em julho para que as Forças Armadas operem no Estado do Rio de Janeiro até 31 de dezembro de 2017, bem como o decreto que autorizou a ocupação das ruas de Brasília pelas tropas federais em maio passado.;2017-09-19
2152100;Requerimento;Requer a realização de audiência pública para debater sobre a situação atual da fiscalização de transporte de cargas minerais, agrícolas e perigosas nas rodovias brasileiras.;2017-09-19
2152109;Emenda Aglutinativa de Plenário;;2017-09-19
2152110;Requerimento;Requer realização de Audiência Pública com integrantes da Força Aérea Brasileira para debater sobre as necessidades orçamentárias do projeto do avião KC 390.;2017-09-19
2152118;Projeto de Lei;Altera a Lei n.º 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para definir que a oferta de educação infantil em creches e pré-escolas por parte dos Municípios estende-se às zonas urbanas e rurais.;2017-09-19
2152119;Projeto de Lei;Altera a Lei n.º 12.816, de 5 de junho de 2013, para permitir que os veículos adquiridos para transporte de estudantes por meio de apoio da União possam ser utilizados para o transporte intermunicipal ou interestadual, conforme regulamentação dos Estados, Distrito Federal e Municípios.;2017-09-19
2152120;Projeto de Lei;Altera a Lei n.º 10.741,0 de 1º de outubro de 2003, que dispõe sobre o Estatuto do Idoso, a Lei nº 12.711, de 29 de agosto de 2012, que dispõe sobre o ingresso nas universidades federais e nas instituições federais de ensino técnico de nível médio e dá outras providências, e a Lei nº 11.096, de 13 de janeiro de 2005, que institui o Programa Universidade para Todos - PROUNI, para estabelecer política de incentivo ao acesso do idoso à educação de nível superior.;2017-09-19
2152122;Requerimento;Requer a realização de audiência pública para o balanço da implementação das Audiências de Custódia e discussão sobre a sua inclusão no projeto de novo Código de Processo Penal;2017-09-19
2152123;Requerimento de Desapensação;Requer a desapensação do Projeto de Lei nº 8324/2017, apensado com a finalidade de tramitação conjunta ao Projeto de Lei nº 3.846/2008, por tratar de matéria não idêntica ou correlata.;2017-09-19
2152125;Projeto de Lei;Dispõe sobre a criação do Serviço Social e de Aprendizagem dos Empregados em Serventia Notarial e de Registro - SESANOR e dá outras providências.;2017-09-19
2152126;Indicação;Sugere a implementação do Programa Biblioteca do Professor em nível nacional.;2017-09-19
2152127;Requerimento;"Requer a realização de Audiência Pública nesta Comissão de Seguridade Social e Família para debater e subsidiar a elaboração do nosso parecer ao Projeto de Lei 6.433/2016 que ""altera a Lei n. 8.069, de 13 de julho de 1990 e a Lei n. 10.826, de 22 de dezembro de 2003, para disciplinar a atuação coercitiva do agente público executor de medida socioeducativa"".";2017-09-19
2152131;Requerimento de Informação;"Requer ao Senhor Ministro de Estado da Defesa, Raul Jungmann, informações acerca da declaração do Sr. Secretário de Economia e Finanças do Exército, General Antonio Hamilton Mourão, de que as Forças Armadas poderão ""impor solução"" à crise política nacional";2017-09-19
2152133;Requerimento de Urgência (Art. 155 do RICD);"Requer regime de urgência na apreciação do Projeto de Lei nº 8612, de 2017, que ""altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a Lei nº 9.504, de 30 de setembro de 1997 (Lei das Eleições), a Lei nº 4.737, de 15 de julho de 1965 (Código Eleitoral), a Lei nº 13.165, de 29 de setembro de 2015 (Minirreforma Eleitoral de 2015), e a Lei nº 5.768, de 20 de dezembro de 1971, com o fim de promover ampla reforma no ordenamento político-eleitoral"".";2017-09-19
2152134;Requerimento de Urgência (Art. 155 do RICD);"Requer regime de urgência na apreciação do Projeto de Lei Complementar nº 425, de 2017, que ""altera a Lei nº 4.737, de 15 de julho de 1965 (Código Eleitoral), para estabelecer a competência da Justiça Eleitoral para julgar ações que versem sobre a validade dos intrapartidários e dá outras providências.";2017-09-19
2152136;Requerimento;Requer a realização de ciclos de debates nas cinco regiões brasileiras e de audiência pública na Câmara dos Deputados sobre a regulamentação do exercício profissional do intérprete e tradutor de Libras.;2017-09-19
2152140;Requerimento;Requer a realização de audiência pública para discutir o Projeto de Lei nº 6847/2017 que Dispõe sobre a regulamentação do exercício da profissão de Pedagogo.;2017-09-19
2152141;Projeto de Lei;Altera a Lei nº 9.696, de 1º de setembro de 1998, para dispor sobre as atribuições dos Profissionais de Educação Física.;2017-09-19
2152148;Requerimento;Solicita informações aos Srs. Ministros da Saúde e da Justiça acerca de programas, ações e políticas relacionadas com o combate ao uso de drogas.;2017-09-19
2152149;Requerimento;Requer à Comissão de Minas e Energia a realização de Audiência Pública, nesta Casa, para debater sobre a situação dos Municípios da Estrada de Ferro Carajás, no Pará.;2017-09-19
2152152;Projeto de Lei;"""Altera o Decreto-Lei 2848, de 07 de dezembro de 1940, que institui o Código Penal, para estabelecer punição à prática de atos libidinosos praticados em espaços públicos e dentro de transportes coletivos"".";2017-09-19
2152153;Requerimento de Desapensação;Requer, com base no art. 142 do Regimento Interno, a desapensação do Projeto de Lei nº 8222/2017 do Projeto nº 7585/2014.;2017-09-19
2152154;Projeto de Lei;"""Altera a Lei nº 10.406, de 10 de janeiro de 2002, que institui o Código Civil, para dispor sobre a exclusão da cobertura da apólice de seguro do veículo de motorista embriagado que se envolver em acidente"".";2017-09-19
2152155;Projeto de Lei;Altera a Lei nº 6.194, de 2 de dezembro de 1974, que trata da segurança do transporte metroviário, para dispor sobre a testagem antidroga dos empregados.;2017-09-19
2152161;Projeto de Lei;Estabelece como abusiva a cláusula de fidelização nos contratos de prestação de serviços.;2017-09-19
2152162;Projeto de Lei;Institui multa em caso de descumprimento de prazo na entrega de produto ou serviço ou de devolução de valores em caso de desistência.;2017-09-19
2152163;Requerimento de Informação;Solicita informações ao Ministério da Saúde relativas a medidas relacionadas à redução da quantidade de açúcar na composição dos refrigerantes.;2017-09-19
