idProposicao;proposicaoTipo;ementa;dataApresentacao
2122124;Projeto de Lei;Dispõe sobre o cargo de Analista em Tecnologia da Informação da Carreira de Tecnologia da Informação, cria o Plano Especial de Cargos de Apoio da Advocacia-Geral da União, estrutura a Carreira de Suporte às Atividades Tributárias e Aduaneiras da Secretaria da Receita Federal do Brasil, e dá outras providências.;2017-01-03
2122125;Projeto de Lei Complementar;Altera a Lei Complementar nº 73, de 10 de fevereiro de 1993, que institui a Lei Orgânica da Advocacia-Geral da União.;2017-01-03
2122128;Medida Provisória;Institui o Programa de Regularização Tributária junto à Secretaria da Receita Federal do Brasil e à Procuradoria-Geral da Fazenda Nacional.;2017-01-05
2122129;Medida Provisória;Altera a Lei nº 8.213, de 24 de julho de 1991, que dispõe sobre os Planos de Benefícios da Previdência Social, e a Lei nº 11.907, de 2 de fevereiro de 2009, que dispõe sobre a reestruturação da composição remuneratória da Carreira de Perito Médico Previdenciário e da Carreira de Supervisor Médico-Pericial, e institui o Bônus Especial de Desempenho Institucional por Perícia Médica em Benefícios por Incapacidade.    NOVA EMENTA: Altera as Leis nºs 8.213, de 24 de julho de 1991, que dispõe sobre os Planos de Benefícios da Previdência Social, e 11.907, de 2 de fevereiro de 2009, que dispõe sobre a reestruturação da composição remuneratória da Carreira de Perito Médico Previdenciário e da Carreira de Supervisor Médico-Pericial  e institui o Bônus Especial de Desempenho Institucional por Perícia Médica em Benefícios por Incapacidade.;2017-01-06
2122131;Mensagem de Comunica ausência do país;Comunica o Excelentíssimo Senhor Presidente da República, que se ausentará do País, em visita a Lisboa, Portugal, nos dias 9 e 10 de janeiro de 2017, por ocasião das cerimônias fúnebres do ex-Primeiro-Ministro e ex-Presidente de Portugal, Mário Soares.;2017-01-10
2122133;Requerimento de Informação;Requerem, nos termos da Constituição da República, art. 50, § 2º, e do Regimento Interno da Câmara dos Deputados, em especial ao art. 226, inciso II, combinado com o art. 115, inciso I, que, ouvida a Mesa, sejam solicitadas ao Ministro da Justiça e Cidadania informações sobre o sistema penitenciário nacional.;2017-01-17
2122137;Requerimento de Informação;Solicita informações ao Sr. Ministro das Relações Exteriores a respeito das Investigações que estão ocorrendo para elucidar o desaparecimento de um grupo de brasileiros que iriam tentar entrar nos Estados Unidos, a partir da rota Nassau - Bahamas até Miami.;2017-01-18
2122413;Mensagem de Concessão ou Renovação de Rádio e TV;Submete à apreciação do Congresso Nacional, o ato constante da Portaria nº 328, de 29 de novembro de 2013 - Rede Norte de Comunicação Ltda., no município de Jacundá - PA e da Portaria nº 329, de 29 de novembro de 2013 - Rede Norte de Comunicação Ltda., no município de Pacajá - PA permissões para executarem, pelo prazo de dez anos, sem direito de exclusividade, serviços de radiodifusão sonora em frequência modulada.    - TVR 199/2017 - Portaria nº 328, de 29 de novembro de 2013 - Rede Norte de Comunicação Ltda., no município de Jacundá - PA   - TVR 200/2017 - Portaria nº 329, de 29 de novembro de 2013 - Rede Norte de Comunicação Ltda., no município de Pacajá - PA.;2017-01-20
2122414;Permissão Rádio Frequência Modulada;Submete à apreciação do Congresso Nacional o ato constante da Portaria nº 328, de 29 de novembro de 2013, que outorga permissão à  Rede Norte de Comunicação Ltda., para explorar, pelo prazo de dez anos, sem direito de exclusividade, serviço de radiodifusão sonora em frequência modulada, no município de Jacundá, Estado do Pará.;2017-01-20
2122415;Permissão Rádio Frequência Modulada;Submete à apreciação do Congresso Nacional o ato constante da Portaria nº 329, de 29 de novembro de 2013, que outorga permissão à  Rede Norte de Comunicação Ltda., para explorar, pelo prazo de dez anos, sem direito de exclusividade, serviço de radiodifusão sonora em frequência modulada, no município de Pacajá, Estado do Pará.;2017-01-20
2122480;Mensagem de Acordos, convênios, tratados e atos internacionais;Em aditamento à Mensagem no 714, de 28 de dezembro de 2016, submete ao Congresso Nacional, o texto da Emenda de Banimento à Convenção de Basiléia sobre o Controle de Movimentos Transfronteiriços de Resíduos Perigosos e seu Depósito, adotada durante a Terceira Reunião da Conferência das Partes, em Genebra, entre os dias 18 e 22 de setembro de 1995.;2017-01-24
2122497;Requerimento de Informação;Requer sejam prestadas informações completas por parte do Ministério da Fazenda acerca da Dívida da Previdência Social do Brasil.;2017-01-26
2122499;Requerimento de Informação;"Requer sejam prestadas informações completas por parte do Ministério dos Transportes no âmbito da ANAC (Agência Nacional de Aviação Civil) acerca da queda do avião de prefixo PR-SOM, modelo ""Hawker Beechcraft King Air"" C90, que ocorreu no dia 19 de janeiro de 2017, vitimando todos os ocupantes, incluindo o Ministro do Supremo Tribunal Federal Teori Zavascki.";2017-01-26
2122533;Requerimento de Informação;Solicita informações ao Ministro de Minas e Energia, qual o cronograma de execução do Linhão do Tucuruí, bem como se existe recurso para toda obra, no Município de Humaitá, no Estado do Amazonas.;2017-01-30
2122546;Mensagem de Concessão ou Renovação de Rádio e TV;Comunica que foi autorizada, conforme Decreto de 26 dezembro de 2016, publicado no no Diário Oficial da União do dia 27 de dezembro de 2016, a transferência indireta, para outro grupo e a modificação do quadro diretivo  da Rádio Guajará Ltda., concessionária de serviço de radiodifusão de sons e imagens, no Município de Belém, Estado do Pará.;2017-01-31
2122551;Requerimento de Informação;Solicita informações ao Ministro da Saúde - MS acerca das reuniões realizadas com os países membros do BRICS sobre temas que envolvam a saúde e a ampliação do acesso aos medicamentos.;2017-01-31
2122552;Requerimento de Informação;Requer informações ao Sr. Ministro da Ciência, Tecnologia, Inovações e Comunicações, a respeito do acordo de cooperação entre a Comissão Nacional de Energia Nuclear e o Centro Nacional da Pesquisa Científica (da França);2017-01-31
2122553;Requerimento de Informação;Solicita informações ao Ministro da Saúde acerca das terapias e dos exames diagnósticos disponibilizados pelo SUS para o tratamento dos hemangiomas;2017-01-31
2122554;Mensagem de Concessão ou Renovação de Rádio e TV;Comunica que foi autorizada, conforme Decreto de 21 dezembro de 2016, publicado no no Diário Oficial da União do dia 22 de dezembro de 2016, a transferência indireta da concessão de serviço de radiodifusão de sons e imagens outorgada à TV Taubaté Ltda., no Município de Taubaté, Estado de São Paulo.;2017-01-31
2122558;Requerimento de Informação;Requer informações e solicita celeridade ao Sr. Ministro da Cultura, no âmbito das competências do IPHAN (Superintendência Alagoas) sobre o processo de tombamento federal da cadeia pública de Mata Grande - Alagoas.;2017-02-01
2122565;Requerimento de Informação;Requer sejam prestadas informações completas por parte do Ministério da Saúde no âmbito da ANVISA, acerca das fórmulas e formas de confecção de Medicamentos Genéricos.;2017-02-01
2122615;Requerimento de Informação;Requer ao Senhor Ministro de Minas e Energia que solicite à Petróleo Brasileiro S.A - Petrobras informar a esta Casa Legislativa os valores já investidos na instalação do segundo trem da Refinaria Abreu e Lima, o custo de manutenção de equipamentos já adquiridos para esse empreendimento e o que está sendo feito para preservar equipamentos já adquiridos, bem como o prejuízo causado à Petrobras pela paralisação da referida obra e se existe prazo para sua retomada.;2017-02-01
2122621;Requerimento de Informação;Requer informações ao Ministro da Fazenda sobre privatização do Banco do Estado do Rio Grande do Sul, Banrisul.;2017-02-02
2122623;Ofício Externo;Ofício à DPF solicitando comparecimento de Delegado designado à Reunião de trabalho a se realizar no dia 01/02/2017 na sala da CPI.;2017-01-30
2122624;Ofício Externo;Ofício à DPF solicitando comparecimento de Delegado designado à Reunião de trabalho a se realizar no dia 01/02/2017 na sala da CPI.;2017-01-30
2122626;Projeto de Decreto Legislativo;Susta a aplicação da Orientação Normativa “ON-GEADE-002-01”, aprovada pela Portaria nº 162, de 21 de setembro 2001, da Secretaria do Patrimônio da União (SPU), e todos os processos administrativos demarcatórios que tenham utilizado essa orientação normativa.;2017-01-31
2122627;Requerimento de Informação;Solicita informações ao Banco Central do Brasil a respeito do montante de depósitos judiciais, custodiados no Banco do Brasil S/A e na Caixa Econômica Federal, que deverão ser colocados à disposição de Estados, Distrito Federal e Municípios, por força da Emenda Constitucional 94/2016.;2017-02-02
2122628;Requerimento de Informação;Solicita informações ao Ministro da Fazenda a respeito do montante de depósitos judiciais, custodiados no Banco do Brasil S/A e na Caixa Econômica Federal, que deverão ser colocados à disposição de Estados, Distrito Federal e Municípios, por força da Emenda Constitucional 94/2016.;2017-02-02
2122629;Aviso;Encaminha ao Congresso Nacional o demonstrativo das emissões do real referentes ao quarto trimestre de 2016, as razões delas determinantes e a posição das reservas internacionais a elas vinculadas, bem como o relatório da execução da programação monetária.;2017-02-02
2122634;Requerimento;Requer a realização de Audiência Pública da Comissão de Seguridade Social e Família para discutir o atual surto de febre amarela no Brasil.;2017-02-02
2122635;Requerimento de Constituição de Comissão Externa;Requer nos termos regimentais que seja criada Comissão Representativa Externa, para acompanhamento dos trabalhos de investigação do desaparecimento de 19 brasileiros durante a travessia das Bahamas para entrada nos Estados Unidos.;2017-02-02
2122636;Projeto de Lei;Altera a Lei nº 12.965, de 23 de abril de 2014  a Lei 9.472, de 16 de julho de 1998  e a Lei 8.078, de 11 de setembro de 1990  vedando as operadoras de internet de impor limite de dados na banda larga fixa.;2017-02-02
2122638;Projeto de Lei;Altera a Lei nº 10.826, de 22 de dezembro de 2003, para estabelecer sanção para a circulação de arma de brinquedo.;2017-02-02
2122639;Recurso contra apensação/desapensação de proposição (Art. 142, I, RICD);Recorre da decisão da Presidência da Câmara dos Deputados que apensou o PL nº 6611/2016 ao PL nº 5974/2016.;2017-02-02
2122640;Projeto de Lei;Acrescenta dispositivo a Lei nº 13.103, de 2 de março de 2015 - Lei dos Caminhoneiros, para dispensar os agentes públicos que integram as Carreiras Típicas de Estado da realização dos exames toxicológicos, no caso que especifica.;2017-02-02
2122641;Projeto de Lei;Reajusta os valores da tabela progressiva mensal, da parcela isenta de pensão, aposentadoria, reserva remunerada e reforma de maiores de 65 anos, das deduções por dependente e com despesas com instrução, e do valor máximo do desconto simplificado do Imposto sobre a Renda da Pessoa Física, e cria mecanismo de correção automática anual desses valores com base no IPCA.;2017-02-02
2122642;Projeto de Lei;Altera o artigo 208 do Decreto-Lei nº 2.848 de 7 de dezembro de 1940 - Código Penal, para ampliar as penas dos crimes contra o sentimento religioso.;2017-02-02
2122643;Indicação;Sugere e requer urgência na compra e entrega de repelentes a gestantes participantes do bolsa família.;2017-02-02
2122644;Projeto de Lei;Altera a Lei nº 9.472, de 16 de julho de 1997, obrigando as operadoras de telefonia celular a identificarem a prestadora destinatária de cada ligação previamente ao completamento da chamada.;2017-02-02
2122645;Projeto de Lei;Altera a Lei nº 9.503, de 23 de setembro de 1997, para proibir a ingestão de bebida alcóolica no interior de veículos.;2017-02-02
2122646;Requerimento de Sessão Solene;Requer a realização de Sessão Solene em homenagem aos 150 anos da Sociedade Ginástica de Porto Alegre - SOGIPA.;2017-02-02
2122647;Requerimento de Sessão Solene;Requer a realização de Sessão Solene   em homenagem aos 90 anos da Rádio Gaúcha.;2017-02-02
2122648;Projeto de Decreto Legislativo;Suste os efeitos do Decreto N. 8.967, de 23 de janeiro de 2017, da Presidência da República.;2017-02-02
2122649;Indicação;Solicita ao Excelentíssimo Senhor Ministro da Saúde, a destinação de recursos financeiros para aquisição de um veículo tipo van e de um aparelho de ultrassom para uso na Secretaria de Saúde do Município de Apiaí, localizado no Estado de São Paulo.;2017-02-02
2122650;Requerimento de Inclusão na Ordem do Dia;"""Requer a inclusão na Ordem Dia do Plenário da PEC nº 555, de 2006, que ""Revoga o art. 4º da Emenda Constitucional nº 41, de 2006"".";2017-02-02
2122651;Requerimento de Inclusão na Ordem do Dia;Requer inclusão na Ordem do Dia do PL nº 4434 de 2008.;2017-02-02
2122652;Requerimento de Inclusão na Ordem do Dia;Requer a inclusão na Ordem do Dia do Projeto de Lei nº 1, de 2007, que trata da política de fixação do reajuste do salário mínimo e que por emenda, estende a todas as aposentadorias e pensões o mesmo reajuste dado ao salário mínimo.;2017-02-02
2122653;Projeto de Lei;"Denomina ""Viaduto do Chuá - Aulio Gélio Morais"" o viaduto localizado na BR-262, entre as cidades de Uberaba e Campo Florido, Estado de Minas Gerais.";2017-02-02
2122654;Projeto de Lei;"Altera o Decreto-Lei n° 986, de 21 de outubro de 1969, que ""institui normas básicas sobre alimentos"", para dispor sobre alimentos integrais.";2017-02-02
2122655;Projeto de Lei;Determina a disponibilização de leitos apropriados para pessoas com deficiência de locomoção ou mobilidade reduzida em hotéis, motéis, albergues, pousadas e assemelhados e dá outras providências;2017-02-02
2122656;Projeto de Lei;Dispõe sobre a obrigatoriedade de publicação na internet, com atualização mensal, da lista de espera dos pacientes que serão submetidos a cirurgias médicas eletivas realizadas com recursos do Sistema Único de Saúde (SUS) e dá outras providências.;2017-02-02
2122657;Projeto de Lei;Altera a Lei nº 9.294, de 15 de julho de 1996;2017-02-02
2122658;Projeto de Lei;Altera o inciso II, do artigo 7º, da Lei Nº 12.546, de 14 de dezembro de 2011, alterado pela Lei nº 12.715 de 2012 para determinar a alíquota de contribuição sobre da receita bruta.;2017-02-02
2122659;Projeto de Lei;Desonera as operações com bicicletas, suas partes, peças e acessórios, do pagamento do Imposto sobre Produtos Industrializados - IPI, da Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social - COFINS.;2017-02-02
2122660;Projeto de Lei;Exclui o inciso VIII, do art. 8º, da Lei 13.202, de 8 de dezembro de 2015, para evitar aumento nas passagens aéreas.;2017-02-02
2122661;Projeto de Lei;Dispõe sobre a isenção de estabelecimentos hoteleiros do pagamento do Programa de Integração Social (PIS) e da Contribuição para o Financiamento da Seguridade Social (COFINS);2017-02-02
2122662;Projeto de Lei;Institui o Programa Adote uma Ciclovia para incentivar o uso da bicicleta visando a melhoria das condições de mobilidade urbana.;2017-02-02
2122663;Projeto de Lei;Altera a lei 9.615, de 24 de março de 1998, para instituir o incentivo financeiro para Medalhistas Olímpicos.;2017-02-02
2122664;Projeto de Lei;Exclui os incisos I, II e II  parágrafos 1º, 2º, 3º, 4º, 5º, 6º, incisos I e II e § 7º, do Art. 28 da Lei 11.343 de 23 de agosto de 2006 (Lei sobre Drogas) para criminalizar o usuário de drogas.;2017-02-02
2122665;Projeto de Lei;Dispõe sobre a regulamentação do exercício profissional de Designer e dá outras providências.;2017-02-02
2122666;Reclamação;Reclamação regimental, acerca do desrespeito à regra expressa no Artigo 8º, §3º, do RICD.;2017-02-02
2122667;Projeto de Lei;Confere o título de Capital Nacional do Inhame ao município de Alfredo Chaves, no estado do Espírito Santo;2017-02-02
2122668;Requerimento de Constituição de Comissão Externa;Requeiro a criação da comissão externa para acompanhar as investigações sobre a queda da aeronave Hawker Beechcraft C90GT, que transportava o Ministro Teori Zavascki, do Supremo Tribunal Federal e mais quatro pessoas.;2017-02-02
2122669;Requerimento de Inclusão na Ordem do Dia;Requer inclusão na Ordem do Dia da Proposta de Emenda à Constituição nº 534/2002.;2017-02-02
2122670;Requerimento de Prorrogação de prazo de Comissão Temporária;"Solicita prorrogação do prazo da Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 491, de 2010, do Sr. Luiz Carlos Hauly e outros, que ""acresce incisos ao art. 150, VI e art. 155, X da Constituição Federal"" e apensadas.";2017-02-02
2122671;Projeto de Lei;Altera a Lei nº lei 6.360, de 23 de setembro de 1976, para incluir nesta legislação o dever das empresas, que tiveram a venda de seus produtos proibidas e/ou recolhida dos estabelecimentos, de arcar com os custos de publicidade desta punição a toda sociedade a fim de informa-los do risco de seu consumo.;2017-02-02
2122672;Indicação;Sugere ao Excelentíssimo Presidente da República a indicação do nome do atual Presidente do Tribunal Superior do Trabalho - TST, Ministro Ives Gandra da Silva Martins Filho, para preencher a vaga do Ministro Teori Albino Zavascki, falecido recentemente em um trágico acidente aéreo, no Supremo Tribunal Federal - STF.;2017-02-02
2122673;Projeto de Lei;Altera o decreto-lei no 2.848, de 7 de dezembro de 1940, incluindo vedação da concessão de indulto, graça ou anistia nos casos de crimes contra a dignidade sexual previsto no título VI do Código Penal.;2017-02-02
2122674;Requerimento de Sessão Solene;Requer a realização de Sessão Solene da Câmara dos Deputados para comemorar o 20º aniversário de fundação do Partido Humanista da Solidariedade - PHS, data comemorada em 20 de março.;2017-02-02
2122675;Requerimento de Prorrogação de prazo de Comissão Temporária;"Requer a prorrogação de prazo da Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 7419, de 2006, do Senado Federal, que ""altera a Lei nº 9.656, de 3 de junho de 1998, que dispõe sobre os planos e seguros privados de assistência à saúde, e apensados"".";2017-02-02
2122676;Projeto de Decreto Legislativo de Sustação de Atos Normativos do Poder Executivo;Susta a aplicação da Portaria Interministerial nº 52, de 1º de fevereiro de 2017, que atualiza monetariamente a taxa prevista no artigo 29 (Taxa de Fiscalização da Aviação Civil - TFAC) da Lei nº 11.182, de 27 de setembro de 2005.;2017-02-02
2122677;Requerimento de Voto de pesar;Voto de pesar pelo falecimento de Dom Albano Bortoletto Cavallin.;2017-02-02
2122678;Projeto de Lei;Dispõe sobre a tipificação criminal da divulgação ou compartilhamento de informação falsa ou incompleta na rede mundial de computadores e dá outras providências.;2017-02-02
2122679;Projeto de Lei;Estabelece a suspensão temporária de participação em licitação e ao impedimento de contratar com a Administração Pública.;2017-02-02
2122680;Requerimento de Voto de regozijo ou louvor;Voto de Louvor para o SESC PARANA.;2017-02-02
2122681;Requerimento de Voto de regozijo ou louvor;Vote de Louvor à Associação PAranaense de Basquete Master;2017-02-02
2122682;Proposta de Emenda à Constituição;Altera o § 1º do art. 31 e o art. 75 da Constituição Federal para estabelecer os Tribunais de Contas como órgãos permanentes e essenciais ao controle externo da administração pública.;2017-02-02
2122683;Requerimento de Sessão Solene;Requer a convocação de sessão solene da Câmara dos Deputados para o dia 28 de fevereiro de 2017, em comemoração aos 50 anos da Superintendência da Zona Franca de Manaus (Suframa);2017-02-03
2122684;Medida Provisória;Cria a Secretaria-Geral da Presidência da República e o Ministério dos Direitos Humanos, altera a Lei no 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, e dá outras providências.;2017-02-03
2122685;Indicação;Sugere à Senhora Presidente do Supremo Tribunal Federal, Ministra Cármen Lúcia Antunes Rocha, que inclua na pauta de deliberações do Plenário do STF a Ação Direta de Inconstitucionalidade n° 4917, que suspende as novas regras de distribuição dos royalties do petróleo, introduzidas pela Lei n° 12.734, de 30 de novembro de 2012.;2017-02-03
2122686;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Alvarães, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122687;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Amatura, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122688;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Anamã, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122689;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Anori, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122690;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Apuí, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122691;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Atalaia do Norte, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122692;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Autazes, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122693;Indicação;Sugere ao Poder Executivo, por intermédio do Ministério dos Transportes, Portos e Aviação Civil a implantação de uma linha de trem de passageiros ligando o município de Itapecuru-Mirim - MA a São Luís- MA,  aproveitando   a   linha   férrea   da Companhia Ferroviária do Nordeste (CFN).;2017-02-03
2122694;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Barcelos, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122695;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Barreirinha, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122696;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Benjamin Constant, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122697;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Beruri, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122698;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Boa Vista do Ramos, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122699;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Boca do Acre, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122700;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Borba, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122701;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Caapiranga, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122702;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Canutama, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122703;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Carauarí, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122704;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Careiro, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122705;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Careiro da Várzea, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122706;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Coari, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122707;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Codajás, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122708;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Eirunepé, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122709;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Envira, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122710;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Fonte Boa, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122712;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Guajará, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122713;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Humaitá, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122714;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Ipixuna, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122715;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Iranduba, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122716;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Itacoatiara, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122717;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Itamarati, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122718;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Itapiranga, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122719;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Japurá, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122720;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Juruá, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122721;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Jutaí, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122722;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Lábrea, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122723;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Manacapuru, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122724;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Manaquiri, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122725;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Manaus, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122726;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Manicoré, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122727;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Maraã, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122728;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Maués, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122729;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Nhamundá, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122730;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Nova Olinda do Norte, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122731;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Novo Airão, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
2122732;Requerimento de Informação;Solicita informações ao Ministro das Cidades, como se encontra a situação do programa minha casa minha vida entidade no Município de Novo Aripuanã, no Estado do Amazonas, e quais as entidades responsáveis para execução dessas obras.;2017-02-03
